Word	Havg	StDev	GoogleRank	translation
奠定	2753	5.44	1.1808	2979	Establish
有意	2754	5.44	1.2316	4326	Intentionally
民俗	2755	5.44	1.1095	4064	Folk custom
身边	2756	5.44	1.2149	3686	Around
海湾	2757	5.44	1.2961	5587	Bay
鞋	2758	5.44	1.3426	5976	Shoe
行	2759	5.44	1.2149	357	Row
同情	2760	5.44	1.3273	3738	Sympathy
鱼	2761	5.44	1.3726	2493	Fish
菜单	2762	5.44	1.0333	5001	Menu
淮海	2763	5.44	1.2961	9834	Huaihai
教室	2764	5.44	1.1278	6877	Classroom
高尔基	2765	5.44	1.3874	7324	Gorky
写照	2766	5.44	1.1278	8780	Portrayal
运转	2767	5.44	0.9293	3466	Operate
京	2768	5.44	1.0721	2468	Beijing
首长	2769	5.44	1.1808	3872	Directorate
east	2770	5.44	1.3273	9554	east
南海	2771	5.44	1.2149	5869	South China Sea
大河	2772	5.44	1.3726	9607	River
识字	2773	5.44	1.6183	6106	Literacy
回来	2774	5.44	1.0333	1710	Come back
苏格兰	2775	5.44	1.3118	9617	Scotland
咱们	2776	5.44	1.4450	5873	We
镜头	2777	5.44	1.2961	4518	Shot
比利时	2778	5.44	1.2643	6973	Belgium
入	2779	5.44	1.0134	797	Enter
源	2780	5.44	1.0721	1972	Source
人员	2781	5.44	1.3726	200	Personnel
正月	2782	5.44	1.4309	7683	New Year
引入	2783	5.44	0.8609	4938	Introduction
经济	2784	5.44	0.9510	17	Economy
植被	2785	5.44	1.1457	8605	Vegetation
编译	2786	5.44	1.1457	6791	Compilation
备	2787	5.44	1.1808	1636	Equipment
转型	2788	5.44	1.2480	3456	Transformation
作者	2789	5.44	0.8843	754	Author
谨	2790	5.44	1.3426	8453	Move
扮演	2791	5.44	1.2149	4023	Act
起点	2792	5.44	1.1808	3887	Starting point
特约	2793	5.44	1.3426	9382	Engage by special arrangement
证	2794	5.44	1.1634	1081	Certificate
一刻	2795	5.44	1.0333	5896	Moment
公布	2796	5.44	1.0910	1798	Announce
秩序	2797	5.44	1.1634	1162	Order
参阅	2798	5.44	1.0134	8956	See
神学	2799	5.44	1.3577	6510	Theology
彼此	2800	5.44	1.0529	2292	Each other
猜想	2801	5.44	1.1808	9453	Guess
马上	2802	5.42	1.0897	2724	Immediately
尽力	2803	5.42	1.5131	4506	Try
家族	2804	5.42	1.2137	2673	Family
肖像	2805	5.42	1.3716	9568	Portrait
议和	2806	5.42	1.0897	9572	Conferences and
立项	2807	5.42	1.1265	9777	Project
决策	2808	5.42	1.3566	855	Policy decision
现成	2809	5.42	1.1968	7486	Ready-made
各位	2810	5.42	1.1082	5537	Everybody
着力	2811	5.42	1.0897	5967	Focus
美洲	2812	5.42	1.2469	2879	America
а	2813	5.42	1.1796	9597	а
听众	2814	5.42	0.9278	4831	Listeners
天性	2815	5.42	0.9055	9782	Nature
杂志	2816	5.42	1.1968	1523	Magazine
扶	2817	5.42	1.1082	6786	Help
商量	2818	5.42	1.2631	5089	Discuss
潜意识	2819	5.42	1.1445	8058	Subconscious
包含	2820	5.42	1.0515	1431	Contain
够	2821	5.42	1.0515	3164	Enough
链接	2822	5.42	1.0120	7853	Link
初次	2823	5.42	1.2469	6218	Initial
到了	2824	5.42	1.0319	399	To
年春	2825	5.42	0.9278	3428	In the spring
饮水	2826	5.42	1.2631	8227	Drinking
塑造	2827	5.42	1.1968	2728	Shape
广义	2828	5.42	1.1622	4060	Generalized
尔	2829	5.42	0.9495	670	Seoul
饭店	2830	5.42	1.0897	3395	Hotel
建造	2831	5.42	1.2137	3879	Build
热带	2832	5.42	1.1082	5299	Tropical
渔船	2833	5.42	0.9278	9545	Fishing boat
雕塑	2834	5.42	0.9916	6305	Sculpture
简短	2835	5.42	1.1968	6426	Brief
北平	2836	5.42	1.1445	3865	Peking
mm	2837	5.42	1.0120	8462	mm
宣告	2838	5.42	1.1445	3733	Declare
比拟	2839	5.42	1.0897	6493	Match
草地	2840	5.42	1.2950	9573	Meadow
视频	2841	5.42	0.9708	7768	Video
必定	2842	5.42	1.1445	4207	Certainly
方言	2843	5.42	1.3107	6792	Dialect
累积	2844	5.42	1.1968	8596	Accumulation
戏剧	2845	5.42	1.2950	1700	Theater
分析	2846	5.42	0.8593	277	Analysis
波斯	2847	5.42	0.8352	5431	Persian
题词	2848	5.42	1.2792	8922	Inscription
视觉	2849	5.42	1.0708	5111	Sight
传递	2850	5.42	0.6417	2790	Transfer
出资	2851	5.42	1.5265	3997	Funded
悄悄	2852	5.42	1.1265	5319	Quietly
合计	2853	5.42	1.1622	6331	Total
峰	2854	5.42	1.1968	9309	Peak
修正	2855	5.42	1.2631	2054	Correct
打印	2856	5.42	1.1622	6846	Print
正式	2857	5.42	1.1265	929	Official
充	2858	5.42	1.0708	4124	Charge
客户	2859	5.42	1.1265	1882	Client
克林顿	2860	5.42	1.5398	5556	Clinton
摘要	2861	5.42	0.9495	7774	Summary
加拿大	2862	5.42	1.3107	2664	Canada
策划	2863	5.42	1.0897	3934	Plan
调研	2864	5.42	0.9278	4800	Research
古籍	2865	5.42	1.4995	6809	Ancient
购	2866	5.42	1.4010	2717	Purchase
著	2867	5.42	0.8827	3513	With
主旨	2868	5.42	0.7584	7621	Subject
类比	2869	5.42	1.1265	8948	Analogy
侨民	2870	5.42	1.1622	8968	Diaspora
上课	2871	5.42	1.1622	7270	Attend class
前夕	2872	5.42	1.1796	4290	Eve
用人	2873	5.42	1.1796	5363	Servant
得以	2874	5.42	1.2304	1881	To
录音机	2875	5.42	1.0120	7732	Recorder
寓言	2876	5.42	1.2469	8134	Fable
常识	2877	5.42	1.1445	4369	Common sense
发放	2878	5.42	0.9278	3040	Grant
法郎	2879	5.42	1.0319	7996	Franc
our	2880	5.42	1.2950	9703	our
核实	2881	5.42	1.4581	5477	Verification
注重	2882	5.42	1.1796	2242	Pay attention
明显	2883	5.42	1.1968	768	Obvious
民族	2884	5.42	1.2631	176	Ethnic
晓	2885	5.42	0.9916	5962	Dawn
群众	2886	5.42	1.0708	241	The masses
承载	2887	5.42	1.1265	9886	Bearer
是	2888	5.42	0.9278	2	Be
哥伦比亚	2889	5.42	1.3415	6813	Colombia
一切	2890	5.42	0.9916	306	Everything
日向	2891	5.42	1.2469	8775	Hyuga
空前	2892	5.42	1.1622	3321	Unprecedented
卢森堡	2893	5.42	1.3415	9976	Luxembourg
加入	2894	5.42	1.3415	1879	Join
家长	2895	5.42	1.4299	3564	Parents
文	2896	5.42	1.1622	622	Culture
原理	2897	5.42	1.1622	1884	Principle
演绎	2898	5.42	1.0319	6997	Deductive
神色	2899	5.42	1.0319	7640	Look
即时	2900	5.42	1.2137	8767	Immediate
候选	2901	5.42	1.1082	3595	Candidate
主人公	2902	5.42	1.1796	8869	Hero
存放	2903	5.42	1.0120	5812	Storage
见解	2904	5.42	1.0515	3442	View
华盛顿	2905	5.42	1.1265	4006	Washington
达	2906	5.42	0.9916	588	Reach
乔治	2907	5.42	1.1796	7152	George
培	2908	5.42	1.2950	4929	Train
防护	2909	5.42	1.1445	6818	Protect
能动	2910	5.42	1.1082	7011	Active
沿海	2911	5.42	1.2304	1856	Coastal
成立	2912	5.42	1.3262	432	Set up
她们	2913	5.42	1.2950	1752	They
图案	2914	5.42	1.1622	8101	Pattern
接收	2915	5.42	1.2792	2923	Receive
同年	2916	5.42	1.0897	2206	Same year
资	2917	5.42	1.1265	857	Capital
指导	2918	5.42	1.0120	532	Guide
五代	2919	5.42	1.3107	8523	Five
书刊	2920	5.42	1.2950	6010	Books
预言	2921	5.42	1.2950	5172	Prophecy
排名	2922	5.42	1.4721	6633	Rank
乡间	2923	5.42	1.3566	8925	Country
大力	2924	5.42	1.0708	1391	Vigorously
穿着	2925	5.42	0.8352	5135	Wearing
成为	2926	5.42	1.0708	230	Become
兰州	2927	5.42	1.2137	6198	Lanzhou
怀	2928	5.42	1.3716	4965	Bosom
签名	2929	5.42	1.2950	4824	Signature
遵循	2930	5.42	1.1265	2364	Follow
声音	2931	5.42	0.9278	2499	Sound
城区	2932	5.42	1.2792	4162	Town
逐步	2933	5.42	0.7584	671	Progressively
起步	2934	5.42	1.1968	5072	Start
广大	2935	5.42	1.5530	781	Vast
早	2936	5.42	1.5131	1374	Early
地形	2937	5.42	0.9916	5544	Terrain
锋	2938	5.42	1.1265	5374	Edge
中产	2939	5.42	1.0897	7573	The middle
大权	2940	5.42	1.4721	8061	Power
无偿	2941	5.42	1.1082	4674	Free
风格	2942	5.42	1.1968	1831	Style
登载	2943	5.42	1.0120	9549	Publish
鼻	2944	5.42	1.2469	4282	Nose
四季	2945	5.42	1.4010	7719	Four seasons
航空器	2946	5.40	1.0102	8667	Aircraft
水库	2947	5.40	1.2289	6193	Reservoir
酿	2948	5.40	1.1249	7968	Wine
举办	2949	5.40	1.1066	1580	Hold
都会	2950	5.40	0.9476	2405	City
进而	2951	5.40	0.9476	2567	And then
路线	2952	5.40	1.0498	926	Route
比价	2953	5.40	1.0102	6388	Parity
investment	2954	5.40	1.0302	9684	investment
词语	2955	5.40	0.8571	4241	Term
相当	2956	5.40	0.9258	603	Quite
邮局	2957	5.40	1.2289	9199	Post office
会计	2958	5.40	1.0302	1581	Accounting
构思	2959	5.40	1.2936	5805	Ideas
亿	2960	5.40	1.5518	351	One hundred million
民国	2961	5.40	0.8806	1709	Republic
情节	2962	5.40	0.9258	2463	Plot
观点	2963	5.40	1.0690	581	View
海峡	2964	5.40	1.3401	4781	Channel
甲	2965	5.40	1.0690	6288	Armor
洋	2966	5.40	1.1606	5012	Foreign
住宅	2967	5.40	1.6537	2110	House
作用	2968	5.40	0.9897	169	Action
海尔	2969	5.40	1.1780	9798	Haier
远方	2970	5.40	1.2936	9820	Distance
南开	2971	5.40	1.3702	8066	Nankai
拉萨	2972	5.40	1.2289	9946	Lhasa
摩托	2973	5.40	1.1429	5377	Moto
预备	2974	5.40	0.8571	3636	Preparation
降雨	2975	5.40	1.5386	6585	Rainfall
高中	2976	5.40	1.0102	3553	Senior middle school
牧场	2977	5.40	1.1429	6728	Ranch
照	2978	5.40	0.9258	2414	Photo
飞机	2979	5.40	1.1606	2043	Aircraft
流动	2980	5.40	1.1952	1126	Flow
民	2981	5.40	1.0880	620	People
百货	2982	5.40	1.1429	4529	General merchandise
重心	2983	5.40	1.0880	5122	Focus
晓得	2984	5.40	0.8571	6681	Know
后天	2985	5.40	1.1952	9574	Acquired
比喻	2986	5.40	0.7559	4068	Metaphor
选举权	2987	5.40	1.2617	5662	The right to vote
发送	2988	5.40	0.9689	4931	Send
粒子	2989	5.40	0.8806	8588	Particle
组建	2990	5.40	0.7825	3536	Formation
甘	2991	5.40	1.3248	5218	Gan
清	2992	5.40	1.3553	959	Clear
追随	2993	5.40	1.0102	6794	Follow
变幻	2994	5.40	1.2454	7887	Fluctuate
all	2995	5.40	1.0498	5621	all
亩	2996	5.40	1.2454	1671	Mu
桌面	2997	5.40	1.0690	9431	Desktop
退税	2998	5.40	1.4569	5971	Drawback
三维	2999	5.40	0.6999	8126	Three-dimensional
技术性	3000	5.40	1.1780	6272	Technical
君主	3001	5.40	1.6162	4206	Monarch
付出	3002	5.40	1.2122	2911	Pay
总结	3003	5.40	1.0302	1257	Summary
觉	3004	5.40	1.3401	2324	Sleep
提炼	3005	5.40	1.2617	9419	Refining
英美	3006	5.40	1.1249	6606	Anglo-American
金融	3007	5.40	1.2289	483	Financial
明	3008	5.40	1.3553	979	Next
讲学	3009	5.40	1.3093	7316	Lectures
研究员	3010	5.40	1.2617	4799	Researcher
威廉	3011	5.40	1.2122	6827	William
等于	3012	5.40	1.1429	3338	Equal
往	3013	5.40	0.8806	1590	To
沈阳	3014	5.40	1.0102	3819	Shenyang
成人	3015	5.40	1.4142	3346	Adult
班级	3016	5.40	1.0102	7239	Class
配置	3017	5.40	1.1606	1941	Configuration
植	3018	5.40	1.0880	5281	Plant
贴近	3019	5.40	1.3997	9420	Press close to
记载	3020	5.40	1.2122	1379	Record
住宿	3021	5.40	0.8806	7071	Stay
思	3022	5.40	1.3401	2126	Think
长期	3023	5.40	1.3553	611	Long-term
核准	3024	5.40	1.1952	3834	Approved
靠近	3025	5.40	1.1606	8300	Near
有关	3026	5.40	1.0302	203	Related
补偿	3027	5.40	1.5518	2089	Compensate
义务	3028	5.40	1.4708	978	Obligation
文人	3029	5.40	1.3702	5189	Literati
跨	3030	5.40	0.8806	3152	Cross-
入股	3031	5.40	1.0302	9871	Shares
专栏	3032	5.40	1.2289	7457	Special column
著述	3033	5.40	1.0880	9628	Writing
卢布	3034	5.40	1.3401	8645	Ruble
座	3035	5.40	0.9897	2969	Seat
猛	3036	5.40	1.4428	7083	Fierce
海军	3037	5.40	1.0302	2229	Navy
省	3038	5.40	1.0690	296	Province
干脆	3039	5.40	1.0880	7445	Altogether
data	3040	5.40	1.1952	8290	data
减轻	3041	5.40	1.5119	2803	Mitigate
内在	3042	5.40	0.9897	1814	Intrinsic
气息	3043	5.40	1.1066	4957	Breath
深思	3044	5.40	1.3401	5952	Ponder
革命家	3045	5.40	1.6660	5605	Revolutionist
经贸	3046	5.40	1.2778	2623	Trade
长安	3047	5.40	1.1606	7155	Chang
亦	3048	5.40	1.2778	1707	Also
大量	3049	5.40	1.1780	655	Numerous
公关	3050	5.40	1.2122	7685	PR
united	3051	5.40	1.2936	9846	united
纯粹	3052	5.40	1.2617	3634	Pure
约翰	3053	5.40	0.9035	5026	John
安徽	3054	5.40	1.0102	5497	Anhui
呼吸	3055	5.40	1.0880	4634	Breathing
罕见	3056	5.40	1.5779	4852	Rare
言行	3057	5.40	1.2617	9036	Words and deeds
黄昏	3058	5.40	1.4983	7294	Dusk
将要	3059	5.40	0.9035	4815	Will
对话	3060	5.40	1.0102	2023	Dialogue
山东	3061	5.40	1.3401	1680	Shandong
当日	3062	5.40	1.2122	6264	Day
行动	3063	5.40	1.2778	683	Action
战略	3064	5.40	0.9689	545	Strategy
明年	3065	5.40	1.0498	4870	Next year
宪法	3066	5.40	1.2778	1364	Constitution
讲师	3067	5.40	1.2778	6115	Lecturer
開始	3068	5.40	0.8081	8279	Start
震撼	3069	5.40	1.7023	7108	Shock
双方	3070	5.40	0.8571	882	Both sides
首届	3071	5.40	1.1780	8705	First
提起	3072	5.40	1.0880	3866	Mention
房子	3073	5.40	1.4428	2792	House
遵	3074	5.40	1.1952	7670	Follow
专项	3075	5.40	1.1780	3370	Special
希腊	3076	5.40	1.3248	2438	Greece
最终	3077	5.40	1.5119	1184	Final
津	3078	5.40	1.0880	8650	Tianjin
实处	3079	5.40	1.0880	8097	Real office
国产	3080	5.40	1.4569	5152	Made in China
持续	3081	5.40	1.2778	1132	Continued
荷兰	3082	5.40	1.3851	3372	Netherlands
客厅	3083	5.40	1.0880	9069	Parlor
国务卿	3084	5.40	1.0690	6748	Secretary of State
屋子	3085	5.40	0.9476	5455	House
标明	3086	5.40	0.8330	9792	Indicate
积	3087	5.40	0.8081	2860	Product
人民	3088	5.40	1.3248	57	People
汉语	3089	5.40	1.5386	2166	Chinese
联系	3090	5.40	0.9476	388	Contact
深度	3091	5.40	1.2617	3233	Depth
评比	3092	5.40	1.0880	7825	Appraise through comparison
观众	3093	5.40	1.3553	1870	Audience
筹资	3094	5.40	1.4286	3993	Financing
前往	3095	5.40	1.1429	3502	Go
长篇小说	3096	5.40	1.1066	7888	Novel
教书	3097	5.40	1.1066	8531	Teaching
双向	3098	5.38	1.1761	5565	Two-way
全	3099	5.38	1.3981	232	Whole
招聘	3100	5.38	1.1933	5170	Recruitment
涨	3101	5.38	1.4553	4986	Rise
新民	3102	5.38	1.2919	9675	Xinmin
房屋	3103	5.38	1.2103	1712	Houses
西班牙	3104	5.38	1.6399	3613	Spain
浙江	3105	5.38	1.1045	2291	Zhejiang
保存	3106	5.38	1.2599	2093	Save
新法	3107	5.38	1.2103	9888	New Law
电话	3108	5.38	1.0476	1023	Phone
白人	3109	5.38	1.5372	8476	White man
呈	3110	5.38	1.0079	5593	Show
相似	3111	5.38	1.2919	2165	Similar
more	3112	5.38	0.9010	7262	more
志愿军	3113	5.38	1.3686	8059	Volunteers
省内	3114	5.38	1.2436	7194	Province
山脉	3115	5.38	1.3076	9551	Mountains
个性	3116	5.38	1.6149	2075	Personality
商	3117	5.38	1.3981	662	Business
缘故	3118	5.38	1.1586	4415	Reason
构建	3119	5.38	0.9666	4976	Building
参加	3120	5.38	1.3536	354	Participate
皇帝	3121	5.38	1.6646	2253	Emperor
显得	3122	5.38	1.0859	2995	Seem
史学	3123	5.38	1.1761	2410	Historiography
聘请	3124	5.38	0.9666	4484	Hire
身子	3125	5.38	0.9452	6161	Body
平凡	3126	5.38	1.2103	7466	Ordinary
各界	3127	5.38	1.1229	2682	All walks of life
出版	3128	5.38	1.1409	290	Publishing
整个	3129	5.38	0.9452	541	Entire
知	3130	5.38	1.1761	1149	Know
一心	3131	5.38	1.4553	7236	Bent
桥	3132	5.38	1.1045	5725	Bridge
投标	3133	5.38	1.1229	4261	Tender
就绪	3134	5.38	0.8545	8855	Ready
指望	3135	5.38	1.1761	6480	Hope
元素	3136	5.38	1.0280	3931	Element
欧元	3137	5.38	1.4412	7776	Euro
国民	3138	5.38	0.8545	391	National
大豆	3139	5.38	0.8053	7656	Soybean
力	3140	5.38	1.1933	378	Force
附近	3141	5.38	1.1761	1849	Nearby
男女	3142	5.38	0.9875	2224	Men and women
相近	3143	5.38	1.1229	5107	Close
归	3144	5.38	0.9234	2961	Return
莱	3145	5.38	1.1761	3691	Levin
护	3146	5.38	1.2271	2484	Protect
古人	3147	5.38	1.1409	5232	The ancients
毗邻	3148	5.38	0.9875	9081	Close
本部	3149	5.38	1.0476	7684	Headquarters
阿拉伯	3150	5.38	0.9452	2807	Arab
出门	3151	5.38	0.9010	6979	Out
电气化	3152	5.38	1.2103	9427	Electrify
江	3153	5.38	1.1409	2932	River
剧团	3154	5.38	1.0280	6255	Troupe
阐释	3155	5.38	1.0859	6037	Explain
家具	3156	5.38	0.8303	6938	Furniture
媒	3157	5.38	0.9452	9409	Intermediary
乘坐	3158	5.38	0.8303	8053	Take
集体	3159	5.38	1.2919	604	Collective
邓小平	3160	5.38	1.5238	2298	Deng Xiaoping
荷	3161	5.38	1.2103	8864	Lotus
回忆	3162	5.38	1.2436	3361	Recall
心态	3163	5.38	1.2271	5461	Mentality
股本	3164	5.38	1.0859	8618	Equity
销售	3165	5.38	1.2599	800	Sell
全书	3166	5.38	1.3834	7090	The book
履行	3167	5.38	0.8781	1902	Fulfill
挑选	3168	5.38	0.9875	4741	Choose
大同	3169	5.38	1.4968	7143	Datong
必需品	3170	5.38	1.3231	6939	Necessity
挑战	3171	5.38	1.4968	2004	Challenge
反响	3172	5.38	0.9666	4786	Repercussions
最近	3173	5.38	1.0280	1516	Recently
说话	3174	5.38	1.2271	3289	Speak
球	3175	5.38	1.1586	3727	Ball
课本	3176	5.38	1.0669	7846	Textbook
宋	3177	5.38	1.0476	4157	Song Dynasty
表	3178	5.38	1.0476	710	Table
素	3179	5.38	1.2599	2497	Vegetarian
指明	3180	5.38	1.1586	4663	Specified
网页	3181	5.38	1.2103	7290	Web page
解读	3182	5.38	1.2271	8943	Interpretation
奉行	3183	5.38	1.1586	6018	Pursue
专题	3184	5.38	0.9666	2715	Special topic
实施	3185	5.38	0.9234	521	Implement
知道	3186	5.38	1.3231	358	Know
空中	3187	5.38	0.8053	4860	Air
陆续	3188	5.38	1.1409	3771	Successively
十月	3189	5.38	0.9875	2096	October
科普	3190	5.38	0.8545	7058	Popular Science
剧情	3191	5.38	1.2599	8840	Plot
勘察	3192	5.38	0.8545	7242	Reconnaissance
济南	3193	5.38	1.1409	5614	Jinan
筹集	3194	5.38	1.0476	3667	Raising
黑龙江	3195	5.38	1.1409	2837	Heilongjiang
姿态	3196	5.38	1.0280	3833	Attitude
莉	3197	5.38	1.1409	8322	Li
布局	3198	5.38	1.2436	2338	Layout
稻田	3199	5.38	1.1229	7605	Paddy
蕴含	3200	5.38	1.4553	7923	Contains
海面	3201	5.38	1.1409	7791	Sea
跟随	3202	5.38	1.1761	8362	Follow
主要	3203	5.38	0.7796	89	Main
時間	3204	5.38	1.3384	7411	Time
身影	3205	5.38	0.9666	7787	Figure
觉得	3206	5.38	0.7796	975	Feel
本性	3207	5.38	1.1933	4468	Nature
开头	3208	5.38	0.9875	5782	Beginning
业余	3209	5.38	1.2103	4113	Amateur
显现	3210	5.38	0.7796	4597	Appear
月初	3211	5.38	1.0280	2051	In early
万	3212	5.38	1.0669	110	Ten thousand
保	3213	5.38	0.9010	1407	Insurance
大批	3214	5.38	1.1409	1928	Bulk
基础	3215	5.38	0.9666	149	Foundation
乒乓球	3216	5.38	1.1409	6179	Table tennis
营	3217	5.38	1.1761	1655	Camp
瞧	3218	5.38	1.1045	8975	Look at
宗旨	3219	5.38	1.3384	2378	Purpose
公寓	3220	5.38	1.1409	7065	Flats
上空	3221	5.38	0.9666	8583	Over
引进	3222	5.38	1.2271	1403	Introduction
订阅	3223	5.38	0.8303	9135	Subscription
效果	3224	5.38	1.2103	903	Effect
周边	3225	5.38	1.2599	4926	Periphery
social	3226	5.38	1.1229	7317	social
脑子	3227	5.38	1.1933	5415	Brain
电	3228	5.38	0.9875	1106	Electricity
颁布	3229	5.38	1.2436	2322	Promulgate
都市	3230	5.38	1.1761	4243	City
饮料	3231	5.38	1.1761	5329	Beverages
向导	3232	5.36	0.7762	8205	Guide
想方设法	3233	5.36	1.3516	9485	Do everything possible
总计	3234	5.36	0.8020	8303	Total
讲解	3235	5.36	0.9638	8358	Explain
印象	3236	5.36	1.2578	2150	Impression
许多	3237	5.36	1.3962	263	Many
财团	3238	5.36	1.3211	7167	Financial group
呼吁	3239	5.36	1.1739	3596	Appeal
萬	3240	5.36	1.1563	6590	Ten thousand
指南	3241	5.36	1.2081	5390	Guide
项目	3242	5.36	0.9848	412	Project
播放	3243	5.36	0.8514	6053	Broadcast
调节	3244	5.36	0.8271	1273	Adjust
写字	3245	5.36	1.1563	9041	Writing
承	3246	5.36	1.0254	3431	Order
职称	3247	5.36	1.2081	4726	Title
性能	3248	5.36	1.5354	2722	Performance
招募	3249	5.36	1.2081	8865	Recruit
英里	3250	5.36	1.0053	7538	Mile
组合	3251	5.36	1.1021	2228	Combination
缓解	3252	5.36	1.2081	4084	Ease
一定	3253	5.36	1.3056	210	Certainly
轮流	3254	5.36	0.9848	9052	Rotation
重任	3255	5.36	1.2415	6458	Task
料	3256	5.36	1.0451	1667	Feed
描写	3257	5.36	1.0254	2346	Description
原則	3258	5.36	1.2898	7306	Principle
模样	3259	5.36	1.0053	6436	Appearance
专职	3260	5.36	1.5487	4067	Full-time
罗马尼亚	3261	5.36	1.3056	5447	Romania
预	3262	5.36	1.2415	2906	Advance
大都	3263	5.36	1.0254	3653	Most
行政区	3264	5.36	1.2739	2987	Administrative area
定义	3265	5.36	0.8751	1668	Definition
展览	3266	5.36	1.2578	2973	Exhibition
将	3267	5.36	1.1911	102	Will
参考	3268	5.36	1.3365	1550	Reference
宣传	3269	5.36	1.2578	776	Propaganda
吉林	3270	5.36	1.5086	3756	Jilin
并存	3271	5.36	1.0645	4583	Coexist
发言	3272	5.36	1.0451	1931	Speak
抚养	3273	5.36	1.5487	5414	Raise
力度	3274	5.36	0.8514	2805	Efforts
因素	3275	5.36	1.0835	450	Factor
如果	3276	5.36	1.3365	172	If
生态	3277	5.36	1.2898	1397	Ecology
古代	3278	5.36	1.3056	1410	Antiquity
预期	3279	5.36	0.8271	2431	Expected
认识	3280	5.36	1.4675	279	Understanding
study	3281	5.36	1.3365	7323	study
你	3282	5.36	1.3056	138	You
构成	3283	5.36	1.0451	835	Constitute
平原	3284	5.36	1.1739	5227	Plain
用处	3285	5.36	1.3815	6983	Usefulness
相机	3286	5.36	1.3667	8146	Camera
性	3287	5.36	1.4107	51	Sex
刊物	3288	5.36	1.2578	2658	Publication
偶然性	3289	5.36	1.2578	7667	Contingency
成	3290	5.36	1.2578	145	Become
主席	3291	5.36	1.1911	594	Chairman
大国	3292	5.36	1.4251	2642	Power
year	3293	5.36	0.8981	6146	year
功能	3294	5.36	0.7762	706	Function
业内	3295	5.36	1.1563	7833	Industry
满腔	3296	5.36	1.4107	8738	Filled
封面	3297	5.36	0.9205	7184	Front cover
八路	3298	5.36	1.6874	5748	Octal
具体	3299	5.36	0.9848	309	Specific
合	3300	5.36	0.8514	946	Close
灯	3301	5.36	0.7494	6229	Light
涨幅	3302	5.36	1.4813	9605	Or
周刊	3303	5.36	1.1739	4996	Weekly
让	3304	5.36	1.0451	629	Let
笔记本	3305	5.36	1.2739	9996	Notebook
继续	3306	5.36	1.0254	481	Continue
天津	3307	5.36	1.0835	2140	Tianjin
起初	3308	5.36	1.2415	8263	At first
本人	3309	5.36	1.2249	2449	Myself
场所	3310	5.36	0.8751	2947	Place
开	3311	5.36	1.2898	518	Open
依法	3312	5.36	1.2081	1468	According to the law
巨大	3313	5.36	1.6507	829	Huge
research	3314	5.36	1.1386	7586	research
筹备	3315	5.36	0.8020	2818	Prepare
产值	3316	5.36	1.0254	956	Output value
逻辑	3317	5.36	1.1205	1261	Logic
新近	3318	5.36	0.8271	9707	Newly
建	3319	5.36	1.4251	834	Build
跨国	3320	5.36	1.2249	2325	Transnational
课	3321	5.36	1.1021	2471	Lesson
自家	3322	5.36	0.9205	9476	Home
眼前	3323	5.36	1.0835	2989	Now
机车	3324	5.36	0.8981	9079	Locomotive
车子	3325	5.36	1.1021	9166	Car
感官	3326	5.36	1.2415	8127	Sense
确	3327	5.36	0.8271	1546	Indeed
中型	3328	5.36	0.9848	2816	Medium
巩固	3329	5.36	1.3516	1221	Consolidate
显微镜	3330	5.36	1.3516	9666	Microscope
特	3331	5.36	1.2415	715	Special
联邦	3332	5.36	1.0835	1915	Federal
产量	3333	5.36	1.1386	1237	Yield
估量	3334	5.36	1.1205	7837	Estimate
水上	3335	5.36	1.1021	8311	Aquatic
再来	3336	5.36	1.5221	6211	Again
食品	3337	5.36	0.9638	1467	Food
扫盲	3338	5.36	1.2415	8797	Literacy
千年	3339	5.36	1.2249	2392	Millennium
丹麦	3340	5.36	1.1386	6240	Denmark
以便	3341	5.36	1.1739	1459	So that
八	3342	5.36	1.2739	228	Eight
人间	3343	5.36	1.2739	3694	World
运河	3344	5.36	1.3211	8316	Canal
有	3345	5.36	1.0254	9	Have
依据	3346	5.36	0.7494	972	Basis
证实	3347	5.36	1.2081	3388	Confirm
电车	3348	5.36	1.2249	7795	Tram
手臂	3349	5.36	1.0254	8755	Arm
钥	3350	5.36	0.8981	9944	Key
date	3351	5.36	1.1563	7124	date
