Word	HappRank	Havg	StDev	Freq_List	TwitterRank	Gbook_Rank	translation
ложусь	5444	5.32	0.8192	--	4014	--	go to
влад	5445	5.32	0.8437	--	2879	--	Vlad
социальное	5446	5.32	0.9988	--	--	4875	social
технологических	5447	5.32	0.8437	--	--	4500	technological
каждой	5448	5.32	0.7677	2151	1875	638	each
определение	5449	5.32	0.8437	--	--	857	definition
пройдут	5450	5.32	0.9355	--	4035	--	will
владимира	5451	5.32	0.9355	--	2895	3594	vladimir
екатеринбурге	5452	5.32	0.9134	--	4995	--	Yekaterinburg
рассматриваются	5453	5.32	0.8676	--	--	2820	considered
выпуска	5454	5.32	0.7126	--	4423	3271	Release
прошёл	5455	5.32	1.0962	5004	4794	--	passed
рамблер-новости	5456	5.32	0.7677	--	3678	--	rambler-news
снегу	5457	5.32	1.0774	--	4315	--	snow
выход	5458	5.32	0.7126	1382	2421	1657	output
дорогах	5459	5.32	0.8908	--	4792	--	Roads
методы	5460	5.32	0.8192	--	--	746	Methods
приводятся	5461	5.32	0.7939	--	--	2371	are
надень	5462	5.32	0.7407	3998	--	--	Put on your
круга	5463	5.32	0.5869	--	--	3426	circle
автоматизации	5464	5.32	0.8437	--	--	4860	Automation
неделе	5465	5.32	0.6528	1063	1870	--	week
year	5466	5.32	0.8908	--	394	--	year
родов	5467	5.32	1.1147	--	--	4936	birth
соответствующего	5468	5.32	0.7407	--	--	4428	appropriate
группу	5469	5.32	0.8192	3368	1959	2098	group
предприятия	5470	5.32	0.9781	--	--	611	Business
here	5471	5.32	0.5511	--	758	--	here
нос	5472	5.32	0.6207	1604	2465	--	nose
существования	5473	5.32	0.8192	--	--	1301	existence
retweet	5474	5.32	0.9570	--	2037	--	retweet
оператор	5475	5.32	0.9781	3146	--	--	operator
итогов	5476	5.32	0.7677	--	4516	--	results
юго	5477	5.32	0.8437	--	--	1090	South
заключается	5478	5.32	0.7939	4798	--	1263	is
предположить	5479	5.32	0.7126	--	--	2985	suggest
оказалась	5480	5.32	0.7126	3295	5001	2126	was
доктора	5481	5.32	1.1328	1262	--	--	Dr.
дела	5482	5.32	0.9570	239	408	371	affairs
review	5483	5.32	0.8908	--	4600	--	review
сравнительно	5484	5.32	0.7407	--	--	1007	relatively
макс	5485	5.32	0.9570	1117	3736	--	Max
edition	5486	5.32	0.5511	--	3009	--	edition
ники	5487	5.32	0.8192	4837	--	--	nicknames
признаки	5488	5.32	0.7939	--	--	2423	evidence
произойдет	5489	5.32	0.7677	2613	--	--	will
факт	5490	5.32	0.7939	1991	1723	1112	fact
характерно	5491	5.32	0.7126	--	--	2134	characteristically
определенное	5492	5.32	0.5511	--	--	3983	some
подписал	5493	5.32	0.9988	--	3314	--	signed
том	5494	5.32	0.7407	151	238	68	volume
павла	5495	5.32	0.6833	--	4586	5000	paul
сельскохозяйственных	5496	5.32	1.0583	--	--	1469	agricultural
little	5497	5.32	1.1328	--	1654	--	little
кнопка	5498	5.32	0.5869	--	4862	--	button
илья	5499	5.32	0.6528	--	2739	--	Ilya
твою	5500	5.32	0.8908	348	1058	--	your
пяти	5501	5.32	0.7126	2113	4479	1920	five
стоял	5502	5.32	0.7677	2870	--	1588	standing
очков	5503	5.32	0.7126	4552	--	--	points
джуди	5504	5.32	0.6833	4692	--	--	Judy
показано	5505	5.32	0.6207	--	--	985	shown
ставки	5506	5.32	0.9355	4059	--	--	rates
племен	5507	5.32	0.9355	--	--	4293	Tribes
езжай	5508	5.32	0.7126	3297	--	--	ezzhaj
исключительно	5509	5.32	0.7939	--	--	1104	only
подборка	5510	5.32	0.7407	--	4249	--	selection
городах	5511	5.32	0.6528	--	4508	1949	cities
применением	5512	5.32	0.5869	--	--	3484	application
времена	5513	5.32	0.7407	1379	2916	1793	time
сначала	5514	5.32	0.7407	456	776	864	first
следующим	5515	5.32	0.5511	--	--	1803	next
xd	5516	5.32	1.4630	--	678	--	xd
общую	5517	5.32	0.7126	--	--	3117	overall
винсент	5518	5.32	0.8676	3522	--	--	Vincent
трудящихся	5519	5.32	0.9988	--	--	581	workers
гражданской	5520	5.32	0.9781	--	--	1976	Civil
лиззи	5521	5.32	0.8192	4710	--	--	Lizzie
определить	5522	5.32	0.7407	4011	--	1086	determine
днк	5523	5.32	0.8192	2862	--	--	DNA
здание	5524	5.32	0.5127	2127	4041	4308	building
пытается	5525	5.32	0.8908	1521	3658	--	tries
все	5526	5.32	0.6833	17	15	25	all
государь	5527	5.32	1.3161	--	--	1840	prince
картер	5528	5.32	1.0583	3220	--	--	crankcase
овнам	5529	5.32	0.9355	--	2631	--	rams
ждут	5530	5.32	0.9988	1364	1548	--	waiting
месяце	5531	5.32	0.6833	3793	--	--	month
обычный	5532	5.32	0.7407	3217	4657	--	normal
найдите	5533	5.32	0.7126	2778	--	--	Find
чаты	5534	5.32	1.0583	--	4426	--	chats
товар	5535	5.32	0.8908	2671	--	--	product
транспорта	5536	5.32	0.9134	--	--	1769	Transportation
половине	5537	5.32	0.7677	--	--	1493	half
пакет	5538	5.32	0.7677	3670	3108	--	package
приведет	5539	5.32	0.6207	4773	--	--	will
обсуждение	5540	5.32	0.9134	--	--	3953	discussion
взять	5541	5.32	0.8908	450	1002	1323	take
институте	5542	5.32	0.8676	--	--	3358	Institute
попытаться	5543	5.32	1.0774	3479	--	--	try
кирилл	5544	5.32	0.6207	--	3986	--	Cyril
указатель	5545	5.32	0.8676	--	--	3643	pointer
возникает	5546	5.32	0.8676	--	--	1451	there
поставить	5547	5.32	0.7677	2196	1738	2094	put
методике	5548	5.32	0.6207	--	--	4975	method
газеты	5549	5.32	0.7407	2707	4594	1138	newspaper
называешь	5550	5.32	0.5869	4377	--	--	call
пользователей	5551	5.30	0.7071	--	3806	--	users
ричард	5552	5.30	0.6145	1888	--	--	Richard
конструкции	5553	5.30	0.6468	--	--	1988	design
технических	5554	5.30	0.7354	--	--	1340	technical
поверхности	5555	5.30	0.6145	4919	--	400	surface
шли	5556	5.30	0.7890	3577	--	1550	were
подал	5557	5.30	0.7626	--	4356	--	submitted
образца	5558	5.30	0.6776	--	--	2736	Sample
дольше	5559	5.30	1.0926	2925	4151	--	longer
принесите	5560	5.30	0.7626	3833	--	--	Bring
применительно	5561	5.30	0.6776	--	--	3742	respect
артур	5562	5.30	0.6776	1634	--	--	Arthur
закономерностей	5563	5.30	0.7890	--	--	4945	regularities
стоишь	5564	5.30	0.5803	3668	--	--	stand
джонни	5565	5.30	0.6776	1078	--	--	Johnny
ми	5566	5.30	0.9313	1335	2525	2222	E
памятников	5567	5.30	1.0152	--	--	3035	Monuments
теоретических	5568	5.30	0.8144	--	--	4102	theoretical
ассоциации	5569	5.30	0.9742	--	3992	4518	Association
метод	5570	5.30	0.7354	--	--	549	method
показатель	5571	5.30	0.7071	--	--	2720	index
хвост	5572	5.30	1.1824	3454	--	--	tail
клянусь	5573	5.30	1.2976	807	--	--	I swear
николай	5574	5.30	0.6776	--	2407	1249	Nicholas
джесс	5575	5.30	0.6145	3829	--	--	Jess
ля	5576	5.30	0.8391	3958	--	--	A
социальная	5577	5.30	0.9530	--	4719	4429	social
царь	5578	5.30	1.2657	3450	--	1792	king
состояний	5579	5.30	0.7354	--	--	3468	states
длина	5580	5.30	0.6145	--	--	2166	length
рынка	5581	5.30	0.8864	--	4388	3157	market
проспекте	5582	5.30	0.7071	--	3046	--	Prospect
понятий	5583	5.30	0.7626	--	--	3672	concepts
искать	5584	5.30	0.9530	1006	1513	1907	search
школ	5585	5.30	0.8144	--	--	1828	schools
республика	5586	5.30	0.9313	--	--	2885	republic
магнитного	5587	5.30	0.7071	--	--	4734	Magnetic
думали	5588	5.30	0.7890	1419	--	--	thought
средство	5589	5.30	0.8391	4789	4892	2772	means
генерала	5590	5.30	1.0152	4289	--	2881	General
лиги	5591	5.30	0.8391	--	2030	--	League
имела	5592	5.30	0.8144	2773	--	1927	had
деятель	5593	5.30	0.9949	--	--	4856	actor
пальцы	5594	5.30	0.6145	2732	4169	--	fingers
пост	5595	5.30	1.1995	3920	1056	3887	post
кевин	5596	5.30	0.6145	2627	--	--	kevin
недель	5597	5.30	0.6145	1402	--	--	weeks
строительных	5598	5.30	0.7071	--	--	2939	building
джонатан	5599	5.30	0.7354	4792	--	--	Jonathan
продаж	5600	5.30	0.8144	--	4967	--	Sales
объявление	5601	5.30	0.5440	4978	4560	--	ad
вероятно	5602	5.30	0.7354	1177	--	732	probably
теория	5603	5.30	0.7890	3416	--	1211	theory
задачи	5604	5.30	0.8864	--	--	397	task
металла	5605	5.30	0.7626	--	--	2042	metal
выражения	5606	5.30	0.6145	--	--	1615	Expressions
снимать	5607	5.30	0.8144	2714	2937	--	remove
выхожу	5608	5.30	0.8144	3978	--	--	go out
страницах	5609	5.30	0.7626	--	--	4215	pages
проверим	5610	5.30	0.8391	4416	--	--	check
глубины	5611	5.30	1.1650	--	--	2662	depths
#minsk	5612	5.30	0.9742	--	4354	--	# Minsk
крае	5613	5.30	0.7626	--	--	4647	Territory
штат	5614	5.30	0.9091	2782	--	--	staff
определению	5615	5.30	1.0351	--	--	3951	definition
правило	5616	5.30	0.9742	2156	2976	742	rule
делали	5617	5.30	0.7890	1252	3645	4026	do
отныне	5618	5.30	0.6145	3878	--	--	from now on
он	5619	5.30	0.9091	6	40	22	he
episode	5620	5.30	0.6776	--	4823	--	episode
проводить	5621	5.30	0.9530	2696	3771	2424	conduct
породы	5622	5.30	0.8144	--	--	1645	Breed
ищете	5623	5.30	0.6776	4772	--	--	looking for
пальцев	5624	5.30	0.5440	3353	--	--	Finger
томми	5625	5.30	0.8391	1479	--	--	Tommy
значений	5626	5.30	0.6468	--	--	1417	values
взял	5627	5.30	0.7626	664	1712	1798	took
сооружений	5628	5.30	0.7626	--	--	3466	facilities
оооо	5629	5.30	0.8631	--	4064	--	oooo
нынче	5630	5.30	0.9949	--	4540	--	today
последующих	5631	5.30	0.7354	--	--	4660	next
назвать	5632	5.30	0.6145	2185	3140	2234	call
изменяется	5633	5.30	0.7890	--	--	3039	changes
основу	5634	5.30	0.6776	--	--	1346	basis
считай	5635	5.30	0.7071	4688	--	--	count
stardoll	5636	5.30	0.9742	--	1939	--	stardoll
легла	5637	5.30	1.1112	--	4130	--	lay
механизации	5638	5.30	0.7071	--	--	3015	Mechanization
нанял	5639	5.30	0.9949	4817	--	--	hired
подход	5640	5.30	0.6145	--	--	1940	approach
судьбу	5641	5.30	1.1995	3602	--	4187	fate
округе	5642	5.30	0.6468	4176	--	--	District
пытаются	5643	5.30	0.9742	2924	3534	--	try
видимому	5644	5.30	0.8864	--	--	1022	Apparently
называли	5645	5.30	0.6468	4332	--	4416	called
любого	5646	5.30	0.6468	2454	554	3014	any
среде	5647	5.30	0.6776	--	--	1465	environment
стран	5648	5.30	0.6468	--	2966	275	countries
сопоставление	5649	5.30	0.7354	--	--	4742	comparison
ею	5650	5.30	0.8391	3750	--	1870	it
север	5651	5.30	1.0738	3270	--	4224	north
использования	5652	5.30	0.7626	--	--	515	Use
механизм	5653	5.30	0.6145	--	--	2022	mechanism
плане	5654	5.30	0.8391	--	4497	1328	plan
got	5655	5.30	0.7071	--	1355	--	got
общественной	5656	5.30	0.8391	--	--	1049	public
пермь	5657	5.30	0.8631	--	4212	--	Permian
нить	5658	5.30	0.7354	--	3619	--	thread
народом	5659	5.30	0.8391	--	--	3233	people
борт	5660	5.30	0.7890	2879	--	--	board
следующего	5661	5.30	0.6776	4922	--	--	next
находится	5662	5.30	0.5803	985	2547	630	is
здесь	5663	5.30	0.6468	28	290	88	here
база	5664	5.30	0.8144	--	4618	--	base
франков	5665	5.30	0.6776	4333	--	--	Franks
наличием	5666	5.30	0.8631	--	--	4942	availability
адреса	5667	5.30	0.6145	--	4079	--	Addresses
франсуа	5668	5.30	0.9742	4678	--	--	Francois
михаила	5669	5.30	0.7890	--	--	3848	michael
они	5670	5.30	0.6145	24	76	35	they
номера	5671	5.30	0.6145	2290	3199	4360	numbers
снять	5672	5.30	0.8864	1561	2902	--	shoot
обычная	5673	5.30	0.7071	4129	--	--	usual
установлен	5674	5.30	0.9091	--	--	4703	set
объема	5675	5.30	0.6145	--	--	1502	volume
звонки	5676	5.30	0.7890	3872	--	--	calls
биологии	5677	5.30	0.7890	--	--	4957	Biology
территорию	5678	5.30	0.7071	--	--	4714	territory
cover	5679	5.30	0.9091	--	3964	--	cover
спрашивать	5680	5.30	0.7071	3300	--	--	ask
идут	5681	5.30	0.8144	1192	1381	2369	go
сторона	5682	5.30	0.5440	4652	--	2814	side
адрес	5683	5.30	0.6776	1407	2420	2622	address
пятьдесят	5684	5.30	0.7626	2755	--	--	fifty
отражает	5685	5.30	0.6468	--	--	3628	reflects
объем	5686	5.30	0.6145	--	--	1038	volume
производительных	5687	5.30	0.7354	--	--	3086	productive
памятники	5688	5.30	1.1650	--	--	3690	monuments
почту	5689	5.30	1.0546	--	3503	--	Mail
oн	5690	5.30	0.6145	1443	--	--	OH
сети	5691	5.30	0.8391	4338	849	1791	net
числа	5692	5.30	0.5803	4462	1921	467	number
выражается	5693	5.30	0.7626	--	--	3250	expressed
исполнитель	5694	5.30	0.9949	--	1433	--	performer
принципе	5695	5.30	0.6468	--	2258	4269	Basically
методами	5696	5.30	0.7071	--	--	2655	methods
определенных	5697	5.30	0.7626	--	--	2058	some
around	5698	5.30	0.7071	--	3453	--	around
задуматься	5699	5.30	0.9313	--	4988	--	think
побыть	5700	5.28	0.8340	2871	--	--	stay
коллективов	5701	5.28	0.9267	--	--	3937	groups
видом	5702	5.28	0.5729	--	--	3843	views
сочетании	5703	5.28	0.5729	--	--	4296	combined
неужели	5704	5.28	0.9044	610	943	3677	really
три	5705	5.28	0.6074	205	312	214	three
социально	5706	5.28	0.8581	--	--	699	socially
вещи	5707	5.28	0.6713	352	797	1595	things
ответьте	5708	5.28	1.0309	4543	--	--	answer
изданий	5709	5.28	0.7835	--	--	3533	publications
носит	5710	5.28	0.5360	3572	--	3495	is
двумя	5711	5.28	0.5729	1907	3411	813	two
fedex	5712	5.28	0.7835	--	2321	--	fedex
быть	5713	5.28	0.5729	53	98	51	be
программы	5714	5.28	0.7010	3536	1874	995	program
производства	5715	5.28	0.9485	--	--	121	production
формой	5716	5.28	0.7010	--	--	2334	form
работника	5717	5.28	0.9906	--	--	4368	employee
клеток	5718	5.28	0.7835	--	--	1779	cells
показало	5719	5.28	0.7296	--	--	4592	revealed
китае	5720	5.28	1.0506	--	3365	4425	china
совете	5721	5.28	0.7570	--	--	4071	Council
свойствами	5722	5.28	0.6713	--	--	4196	properties
джеймс	5723	5.28	0.6713	1272	--	--	James
протяжении	5724	5.28	0.6402	3815	--	1631	Throughout
положением	5725	5.28	0.7835	--	--	4347	position
задай	5726	5.28	0.7570	--	4644	--	Ask
канале	5727	5.28	0.7010	--	4040	--	channel
четверо	5728	5.28	0.8816	4063	--	--	four
автобусе	5729	5.28	0.7296	4653	2355	--	bus
стоило	5730	5.28	0.8091	1609	4480	--	cost
тв	5731	5.28	1.2296	4041	1051	--	tv
отмечено	5732	5.28	0.7010	--	--	2997	noted
проводили	5733	5.28	1.0309	--	--	3093	conducted
рома	5734	5.28	0.7835	--	3043	--	Roma
ленты	5735	5.28	0.7010	--	4554	--	Tape
джозеф	5736	5.28	0.7296	4385	--	--	Joseph
тел	5737	5.28	0.7570	--	3924	2443	Phone
усиления	5738	5.28	0.9267	--	--	3214	Gain
говорили	5739	5.28	0.6074	645	2065	1171	said
па	5740	5.28	1.0110	2849	--	817	pas
значении	5741	5.28	0.6402	--	--	2191	value
сущность	5742	5.28	0.8581	--	--	1824	nature
денис	5743	5.28	0.6713	--	4211	--	Denis
продажу	5744	5.28	0.8340	--	3138	--	sale
гарри	5745	5.28	0.9485	772	2737	--	Harry
статьи	5746	5.28	0.7835	--	3437	550	Article
дополнительных	5747	5.28	0.8816	--	--	4287	more
хозяйству	5748	5.28	0.9267	--	--	5001	economy
спросил	5749	5.28	0.6074	1447	3908	1379	asked
край	5750	5.28	0.8340	--	3966	1847	edge
признак	5751	5.28	0.7835	--	4959	--	sign
санни	5752	5.28	0.9906	3285	--	--	Sonny
*о*	5753	5.28	0.9906	--	3148	--	* About *
сэм	5754	5.28	0.7296	733	--	--	Sam
внутренней	5755	5.28	0.6713	--	--	1353	internal
случаю	5756	5.28	0.6402	--	--	3486	case
главе	5757	5.28	1.0110	--	--	1004	chapter
минуту	5758	5.28	0.6713	622	2883	1419	Minute
энди	5759	5.28	0.8581	1228	--	--	Andy
long	5760	5.28	0.9485	--	2320	--	long
решением	5761	5.28	0.7570	--	--	4891	decision
ретвитнуть	5762	5.28	1.1959	--	3990	--	Retweet
приходил	5763	5.28	0.6074	2626	--	--	come
разными	5764	5.28	0.7010	--	--	3356	different
сотрудники	5765	5.28	1.0110	--	2563	--	staff
использует	5766	5.28	0.9485	4404	--	--	uses
принадлежности	5767	5.28	0.6713	--	--	4344	accessories
физических	5768	5.28	1.0506	--	--	4436	physical
поток	5769	5.28	0.7296	--	--	3221	flow
брайан	5770	5.28	0.7010	2186	--	--	Brian
daily	5771	5.28	0.8091	--	4872	--	daily
брать	5772	5.28	0.8340	1915	1809	3298	take
глава	5773	5.28	0.8816	2798	1067	919	head
дверью	5774	5.28	0.7010	3199	--	--	door
сказано	5775	5.28	0.7296	1979	4134	1777	said
#peopleschoice	5776	5.28	0.9485	--	3350	--	# Peopleschoice
як	5777	5.28	0.8816	--	2624	--	yak
предмет	5778	5.28	0.6713	--	--	2765	subject
шон	5779	5.28	0.6713	1970	--	--	sean
she's	5780	5.28	0.6402	--	2488	--	she's
стали	5781	5.28	0.7010	946	806	297	steel
значения	5782	5.28	0.7010	2125	--	391	values
банки	5783	5.28	0.7835	4427	4424	--	banks
учебных	5784	5.28	0.9267	--	--	2078	training
становится	5785	5.28	0.8091	1014	915	602	becomes
навсегда	5786	5.28	1.1613	1033	1491	2684	forever
мотивы	5787	5.28	0.9485	--	--	4878	motives
местности	5788	5.28	0.7296	--	--	2251	area
забирай	5789	5.28	0.9044	4907	--	--	take away
чао	5790	5.28	1.1256	4935	--	--	ciao
форм	5791	5.28	0.7296	--	--	491	Forms
could	5792	5.28	0.9044	--	2237	--	could
механизмов	5793	5.28	0.9697	--	--	3747	mechanisms
диего	5794	5.28	0.9044	3763	--	--	Diego
иванов	5795	5.28	0.7010	--	--	3946	Ivanov
механизма	5796	5.28	0.6074	--	--	2330	Mechanism
установлено	5797	5.28	0.7570	--	--	1373	set
обыкновенно	5798	5.28	0.8091	--	--	2597	usually
капитальных	5799	5.28	0.8091	--	--	3194	capital
показателя	5800	5.28	0.7010	--	--	4944	Indicator
декабря	5801	5.28	1.0506	--	101	765	December
половиной	5802	5.28	0.8581	2943	--	--	half
шла	5803	5.28	0.6713	3792	4428	1825	was
