Word	Havg	StDev	GoogleRank	TwitterRank	translation
ahhh	8614	4.72	1.5654	--	2327	ahhh
of	8615	4.72	1.0506	53	476	of
#spfc	8616	4.72	1.8187	--	5814	# Spfc
nér	8617	4.72	1.3254	--	6415	nér
cooisa	8618	4.72	1.2623	--	6121	cooisa
marior	8619	4.72	0.9906	1162	--	marior
tribunal	8620	4.72	1.5784	932	--	court
senão	8621	4.72	1.0506	5339	3408	but
sobra	8622	4.72	1.4714	--	4207	leftover
nee	8623	4.72	1.5124	--	3392	nee
issn	8624	4.72	1.5258	5779	--	issn
corrido	8625	4.72	1.3254	--	4530	run
'o	8626	4.72	1.0110	--	3022	'The
aiaiai	8627	4.72	1.6293	--	4813	aiaiai
espere	8628	4.72	1.2784	5187	1286	wait
aperta	8629	4.72	1.4714	--	4060	tightens
retirada	8630	4.72	1.3407	5553	--	withdrawal
axa	8631	4.72	1.6041	--	5770	axa
mol	8632	4.72	1.2784	--	6113	mol
saii	8633	4.72	1.5258	--	4800	Saii
ocorrência	8634	4.72	1.4434	5153	--	occurrence
slá	8635	4.72	1.0309	--	3991	SLA
ns	8636	4.72	1.3559	6062	--	ns
utc	8637	4.72	1.1073	4952	--	utc
i	8638	4.72	1.0887	81	121	i
dd	8639	4.72	1.1959	--	888	dd
talvez	8640	4.72	0.9485	1216	643	perhaps
otserv	8641	4.72	1.1787	6380	--	OTServ
qando	8642	4.70	1.5152	--	4464	qando
#autofollowback	8643	4.70	1.7757	--	6272	# Autofollowback
financiamento	8644	4.70	1.8323	2857	--	financing
ake	8645	4.70	1.1294	--	2700	ake
í	8646	4.70	0.9313	3872	--	í
demoro	8647	4.70	1.7525	--	1670	linger
Ã	8648	4.70	0.9949	2064	--	Ã
#uniaodotwittersegueeusigodevolta	8649	4.70	2.0127	--	875	# Uniaodotwittersegueeusigodevolta
custa	8650	4.70	1.5551	4535	2996	costs
vara	8651	4.70	1.3439	3107	--	stick
qw	8652	4.70	1.1824	--	2515	qw
moleque	8653	4.70	1.8098	--	5564	kid
luan	8654	4.70	1.1473	--	498	luan
-&gt	8655	4.70	1.1473	--	1840	->
sdds	8656	4.70	2.0529	--	3377	sdds
leave	8657	4.70	1.5017	5129	--	leave
gaga	8658	4.70	1.6067	--	1361	gaga
sub	8659	4.70	1.1294	5272	3183	sub
sd	8660	4.70	1.2164	4290	--	sd
'e	8661	4.70	1.1112	--	3282	'And
fazia	8662	4.70	0.8631	4506	1835	was
punk	8663	4.70	1.7409	5126	--	punk
\z	8664	4.70	1.3887	--	858	\ Z
il	8665	4.70	1.1473	3868	--	il
úú	8666	4.70	1.7985	--	5186	UU
coronel	8667	4.70	1.5682	5261	--	colonel
breaking	8668	4.70	1.6690	--	3655	breaking
cinza	8669	4.70	1.3132	5077	--	gray
bye	8670	4.70	1.6194	--	1843	bye
cole	8671	4.70	1.2164	6307	--	Paste
tinha	8672	4.70	1.1112	631	231	had
auditoria	8673	4.70	1.6444	5380	--	auditing
#corinthians	8674	4.70	2.8158	--	4381	# Corinthians
vl	8675	4.70	1.4880	3583	--	vl
pedindo	8676	4.70	1.2164	--	1529	asking
veia	8677	4.70	1.2164	--	3753	vein
cruz	8678	4.68	2.0348	1017	2914	cross
tsc	8679	4.68	1.2027	--	4013	tsc
psé	8680	4.68	1.2688	--	4132	PSE
aaaaa	8681	4.68	1.9633	--	3248	aaaaa
divisão	8682	4.68	1.4061	2413	6186	division
con	8683	4.68	1.4348	2423	2554	con
exceto	8684	4.68	1.4205	4831	--	except
danada	8685	4.68	1.6714	--	5972	damn
flar	8686	4.68	1.4061	--	5994	flar
enchendo	8687	4.68	1.5043	--	2350	filling
projota	8688	4.68	1.5043	--	3602	Projota
axo	8689	4.68	1.0774	--	1583	axo
deixe	8690	4.68	1.2848	1465	791	let
acabo	8691	4.68	1.5178	--	842	I just
Â	8692	4.68	1.0190	4860	--	Â
aiai	8693	4.68	1.5836	--	974	aiai
#taf	8694	4.68	0.9355	--	5194	# Taf
consequências	8695	4.68	1.5444	--	5740	consequences
cachorra	8696	4.68	2.2172	--	3050	dog
ué	8697	4.68	1.3768	--	2005	ué
aain	8698	4.68	1.3915	--	3271	aain
#gameposer	8699	4.68	1.9213	--	4553	# Gameposer
alcool	8700	4.68	2.1423	--	5800	alcohol
embaixo	8701	4.66	0.9817	--	3166	under
n't	8702	4.66	1.2875	1502	--	n't
rec6	8703	4.66	1.3494	3881	--	Rec6
some	8704	4.66	1.2224	4598	1819	some
bla	8705	4.66	1.0806	--	4268	bla
des	8706	4.66	1.4230	2292	6223	des
r	8707	4.66	1.3940	26	927	r
h'	8708	4.66	1.3188	--	4202	h '
pinto	8709	4.66	1.9018	2155	3499	pinto
=x	8710	4.66	1.3940	--	1967	= X
custo	8711	4.66	1.6489	1550	--	cost
usadas	8712	4.66	1.1886	4887	--	used
largar	8713	4.66	1.6113	--	4193	drop
repetir	8714	4.66	1.3032	--	4275	repeat
tar	8715	4.66	1.2715	--	3250	tar
ˆ	8716	4.66	1.2554	5525	--	
Últimas	8717	4.66	1.4930	878	--	Latest
#atenÇÃo	8718	4.66	1.5066	--	3102	# Attention
'a	8719	4.66	1.0022	--	4150	'The
cri	8720	4.66	1.1178	--	5108	cri
#np	8721	4.66	1.6734	--	611	# Np
chupa	8722	4.66	1.9018	--	1993	sucks
geito	8723	4.66	1.7451	--	5188	geito
denunciar	8724	4.66	1.8139	2390	--	denounce
ue	8725	4.66	0.7174	5048	3836	ue
nem	8726	4.66	1.3188	282	52	nor
cometer	8727	4.66	1.2554	--	4687	commit
#sdv	8728	4.66	1.1359	--	2527	# Sdv
atraz	8729	4.66	1.3644	--	4410	atraz
minimo	8730	4.64	1.1021	--	4570	minimum
krl	8731	4.64	1.3667	--	2857	krl
sombra	8732	4.64	1.7351	5563	4300	shadow
uu	8733	4.64	1.5877	--	141	uu
stronda	8734	4.64	1.1386	--	4844	stronda
seguindosegue	8735	4.64	1.8379	--	5020	seguindosegue
saudadees	8736	4.64	2.3626	--	4606	saudadees
“se	8737	4.64	0.9424	--	5347	"If
meter	8738	4.64	2.0179	4177	3763	incase
kuduro	8739	4.64	2.2475	--	4227	kuduro
nda	8740	4.64	1.2081	--	2489	nda
mandando	8741	4.64	1.2415	--	1277	sending
#dm	8742	4.64	1.4251	--	5825	# Dm
l'	8743	4.64	1.4950	3087	4898	l '
neem	8744	4.64	1.1021	--	1219	neem
fecha	8745	4.64	0.8271	3982	2726	closes
menores	8746	4.64	1.0254	3097	--	smaller
ammg	8747	4.64	1.6753	--	6071	AMMG
eem	8748	4.64	1.3365	--	3502	eem
stj	8749	4.64	1.7351	3470	--	stj
regimento	8750	4.64	1.6507	5023	--	regiment
processual	8751	4.64	1.4813	4186	--	procedural
but	8752	4.64	0.9638	3269	1550	but
're	8753	4.64	1.3516	5106	--	're
ironia	8754	4.64	2.1737	--	2934	irony
vietnã	8755	4.64	1.7930	4238	--	Vietnam
rf	8756	4.64	1.0254	5283	--	rf
vse	8757	4.64	1.3056	--	3104	vse
tas	8758	4.64	1.1205	--	6278	tas
â	8759	4.64	1.2739	2903	--	â
fogo	8760	4.62	1.9576	2017	1214	fire
saem	8761	4.62	1.0280	--	4599	out
intão	8762	4.62	1.3384	--	3766	intão
sg	8763	4.62	1.2760	--	3479	sg
ɐ	8764	4.62	1.2271	--	4074	ɐ
var	8765	4.62	1.1409	6039	--	var
pouquinho	8766	4.62	1.3384	--	1416	little
muleke	8767	4.62	1.7715	--	4571	muleke
kem	8768	4.62	1.1409	--	5981	kem
cc	8769	4.62	1.4831	2942	4588	cc
vice	8770	4.62	1.2436	5944	2426	vice
ss	8771	4.62	1.5504	--	1615	ss
apertar	8772	4.62	1.5104	--	4385	tighten
eram	8773	4.62	0.8545	1612	2530	were
ú	8774	4.62	1.1761	3324	--	ú
mecher	8775	4.62	1.5504	--	4911	mecher
estaria	8776	4.62	0.9010	6012	2401	would
exige	8777	4.62	1.2103	4369	--	requires
gasolina	8778	4.62	1.7830	2631	--	gasoline
tire	8779	4.62	1.1933	--	4827	take
--&gt	8780	4.62	1.2919	--	2832	->
pqe	8781	4.62	1.2919	--	3662	pqe
#eununca	8782	4.62	1.2103	--	1517	# Eununca
wait	8783	4.60	1.6288	--	5366	wait
dependendo	8784	4.60	1.0690	6127	--	depending
políticas	8785	4.60	1.5908	1068	--	policies
larguei	8786	4.60	1.6288	--	5708	dropped
seg	8787	4.60	1.7261	1842	2312	sec
dm	8788	4.60	1.0880	6098	323	dm
vácuo	8789	4.60	1.5386	--	5218	vacuum
complexo	8790	4.60	1.7023	4429	--	complex
tibiabr	8791	4.60	1.5649	3348	--	tibiabr
mínima	8792	4.60	1.2122	3257	--	minimum
pararam	8793	4.60	1.3702	--	5844	stopped
licitações	8794	4.60	1.6036	3442	--	bids
mas	8795	4.60	1.1780	38	37	but
htt	8796	4.60	0.9897	--	5756	htt
pagar	8797	4.60	1.7379	1440	1501	pay
exigências	8798	4.60	1.3702	5918	--	requirements
fiscais	8799	4.60	1.7379	4081	--	tax
bobeira	8800	4.60	1.5518	--	4750	puerility
“o	8801	4.60	1.0880	--	3911	"O
aguentar	8802	4.60	1.7728	--	2159	endure
ⁿ	8803	4.60	1.2122	1640	--	ⁿ
nega	8804	4.60	1.2122	--	789	denies
pisar	8805	4.60	1.2617	--	5522	step
po	8806	4.60	1.1249	4164	1031	po
~&gt	8807	4.58	1.5131	--	2715	~>
u__u	8808	4.58	1.4299	--	5412	u__u
#tfb	8809	4.58	1.4995	--	2341	# Tfb
aiinda	8810	4.58	0.9278	--	5340	aiinda
del	8811	4.58	1.2304	1214	3461	del
duro	8812	4.58	1.7507	--	3155	hard
coréia	8813	4.58	1.9701	2576	--	chorea
loucas	8814	4.58	1.4299	--	5575	crazy
exame	8815	4.58	1.7967	2007	3124	examination
eleições	8816	4.58	1.7853	1447	--	elections
ä	8817	4.58	1.3864	3784	--	ä
-n	8818	4.58	1.0515	--	2382	-N
lula	8819	4.58	2.1674	1543	6228	squid
bebeu	8820	4.58	1.7623	--	5568	drank
mandam	8821	4.58	1.0515	--	5427	send
parcelas	8822	4.58	1.5265	5038	--	plots
queto	8823	4.58	1.1445	--	5348	queto
ì	8824	4.58	1.3415	4180	--	ì
ção	8825	4.58	1.5530	6314	--	tion
militares	8826	4.58	1.8416	1693	--	military
n	8827	4.58	1.1445	36	161	n
regime	8828	4.58	1.2792	1983	4884	regime
º	8829	4.58	1.1968	32	--	º
evitar	8830	4.58	1.3864	2120	3301	avoid
loco	8831	4.56	1.5140	--	990	loco
daq	8832	4.56	1.1808	--	5321	daq
~~&gt	8833	4.56	1.4730	--	3710	~ ~>
suportar	8834	4.56	1.7861	--	5484	support
remoção	8835	4.56	1.6433	5901	--	removal
qe	8836	4.56	1.1457	--	175	q
block	8837	4.56	1.4165	--	2570	block
parti	8838	4.56	1.2480	--	3006	parti
#orkutaovivo	8839	4.56	1.6679	--	3046	# Orkutaovivo
depende	8840	4.56	1.0721	3605	2062	depends
chovendo	8841	4.56	1.7162	--	2052	raining
enche	8842	4.56	1.3273	--	2987	fills
orra	8843	4.56	1.2480	--	5070	orra
disputa	8844	4.56	1.5928	4839	--	dispute
calypso	8845	4.56	2.1301	--	5212	calypso
maas	8846	4.56	1.1980	--	3109	maas
asho	8847	4.56	1.4020	--	5265	asho
morder	8848	4.56	1.5800	--	3073	bite
zona	8849	4.56	1.5140	1071	3350	zone
insiste	8850	4.56	1.4450	--	5037	insists
termina	8851	4.56	1.5539	5342	1954	ends
safada	8852	4.56	2.3049	--	2156	naughty
radares	8853	4.56	1.8534	2876	--	radars
aguentando	8854	4.56	1.2803	--	4357	enduring
cadÊ	8855	4.56	1.2149	--	4516	Cade
patrão	8856	4.56	1.7398	--	4543	boss
ù	8857	4.54	1.2324	4317	--	ù
fire	8858	4.54	1.5012	4908	6310	fire
fodas	8859	4.54	2.4925	--	4002	fuck
hevo84	8860	4.54	1.3584	--	6384	Hevo84
yy'	8861	4.54	1.3734	--	6236	yy '
saiu	8862	4.54	1.4737	3448	712	out
help	8863	4.54	1.8094	1519	4343	help
necessidade	8864	4.54	1.5147	1521	3439	need
neguinho	8865	4.54	1.9295	--	5105	nigga
parem	8866	4.54	1.1466	--	2737	stop
sequer	8867	4.54	1.0919	6093	--	even
ops	8868	4.54	1.5546	--	3221	ops
alarme	8869	4.54	1.5147	1930	--	alarm
operação	8870	4.54	1.7521	1747	6023	operation
crítica	8871	4.54	1.7752	2849	--	criticism
sonoo	8872	4.54	1.5147	--	5088	sonoo
trava	8873	4.54	1.4875	--	5083	lock
cade	8874	4.54	1.0144	--	426	cade
esconde	8875	4.54	1.4458	--	3878	hide
acabe	8876	4.52	1.3589	--	4200	end
away	8877	4.52	1.8321	--	3170	away
provas	8878	4.52	1.6932	1829	2003	evidence
#ls	8879	4.52	1.1822	--	3403	# Ls
egistrado	8880	4.52	1.5550	3198	--	egistrado
nuum	8881	4.52	1.4177	--	6049	nuum
encerramento	8882	4.52	1.5810	5812	--	closure
urgente	8883	4.52	1.4741	4236	2431	urgent
tchau	8884	4.52	1.7052	--	478	bye
nen	8885	4.52	1.1822	--	2349	nen
partidos	8886	4.52	1.5285	5405	--	parties
qria	8887	4.52	1.4462	--	5301	qria
-q	8888	4.52	1.3285	--	1578	-Q
stop	8889	4.52	1.0925	6366	3573	stop
pare	8890	4.52	0.8389	--	1564	Stop
dps	8891	4.52	1.4879	--	505	dps
denuncie	8892	4.50	1.6812	908	--	withdraws
under	8893	4.50	1.1824	3764	4242	under
usado	8894	4.50	1.1824	1376	--	used
ner	8895	4.50	1.3439	--	5603	ner
yn	8896	4.50	1.6194	--	656	yn
fresno	8897	4.50	1.9717	--	4191	fresno
vasco	8898	4.50	2.0329	2900	1072	vasco
devagar	8899	4.50	1.4033	--	4065	slow
prestação	8900	4.50	1.7409	2593	--	installment
chega	8901	4.50	1.3439	1674	308	arrives
kidrauhl	8902	4.50	1.2495	--	6110	kidrauhl
poorq	8903	4.50	1.5811	--	5450	poorq
poser	8904	4.50	1.5682	--	2146	poser
vish	8905	4.50	1.1995	--	2058	vish
dura	8906	4.50	1.5152	5412	2073	hard
luta	8907	4.50	1.8544	1611	1620	fight
forget	8908	4.50	1.5940	--	5594	forget
old	8909	4.50	1.4880	5250	--	old
embora	8910	4.50	1.5419	1382	474	although
l�	8911	4.50	1.3887	--	6294	l
abaixo	8912	4.50	1.3286	683	5311	below
neeem	8913	4.50	1.4033	--	6353	neeem
out	8914	4.50	1.3439	600	1903	October
apaga	8915	4.48	1.1292	--	2740	deletes
nx	8916	4.48	1.6811	2747	1791	nx
nadaa	8917	4.48	1.1471	--	3678	nadaa
faltava	8918	4.48	1.4741	--	3955	lacked
aguarde	8919	4.48	1.2656	2075	4243	wait
vacuo	8920	4.48	1.4177	--	4215	Vacuum
lost	8921	4.48	1.9613	3976	--	lost
intervenção	8922	4.48	1.2329	3865	--	intervention
sai	8923	4.48	1.4032	2364	256	out
param	8924	4.48	1.2493	--	6243	stop
grita	8925	4.48	1.9298	--	2889	shouts
mlq	8926	4.48	1.2816	--	3546	MLQ
aaaaaaaah	8927	4.48	1.8978	--	5098	aaaaaaaah
/z	8928	4.48	1.2656	--	4113	/ Z
restart	8929	4.48	2.0824	--	777	restart
caça	8930	4.48	1.5810	5453	--	hunting
apagar	8931	4.46	1.1466	4274	2712	delete
aiin	8932	4.46	1.2324	--	2600	aiin
n'	8933	4.46	1.1466	--	4400	n '
aluguer	8934	4.46	1.5147	4674	--	Rent
fechar	8935	4.46	1.1817	284	1999	close
cuidado	8936	4.46	1.6928	2272	1166	care
#fq	8937	4.46	1.1643	--	489	# Fq
-nn	8938	4.46	1.1466	--	5116	-Nn
muleque	8939	4.46	1.7049	--	4983	brat
sla	8940	4.46	1.4875	--	5221	sla
execução	8941	4.46	1.9295	1553	--	execution
bbb	8942	4.46	2.1591	5121	5611	bbb
partido	8943	4.46	1.2811	2161	4650	party
---&gt	8944	4.46	1.4598	--	4925	--->
pow	8945	4.46	0.9733	--	1142	pow
afs	8946	4.46	1.2157	--	3489	afs
sangue	8947	4.46	1.7637	2223	1777	blood
pequeno	8948	4.46	1.1643	1556	1950	small
devia	8949	4.46	1.4458	6135	1607	should
paro	8950	4.46	1.2969	--	1675	stop
sóo	8951	4.44	1.5407	--	3664	Soo
obrigação	8952	4.44	1.6679	5664	6256	obligation
remedio	8953	4.44	1.9708	--	4459	remedy
fiscal	8954	4.44	1.7515	1373	--	fiscal
usada	8955	4.44	1.6679	3818	--	used
desliga	8956	4.44	1.3874	--	3139	off
Ø	8957	4.44	1.3726	4682	--	Ø
emicida	8958	4.44	1.7861	--	6220	Emicida
bobas	8959	4.44	1.5407	--	6406	silly
yy	8960	4.44	1.4020	--	4819	yy
tts	8961	4.44	1.5407	--	2082	tts
nunk	8962	4.44	1.2643	--	5993	nunk
retirar	8963	4.44	1.4591	4364	--	remove
diminuir	8964	4.42	1.3864	3750	--	decrease
porco	8965	4.42	1.7967	--	4352	pig
notificação	8966	4.42	1.5919	4212	--	notification
busão	8967	4.42	1.7154	--	5891	BUSA
catra	8968	4.42	1.7623	--	4820	catra
desligar	8969	4.42	1.2792	--	2982	disconnect
éer	8970	4.42	1.5265	--	5180	EER
fulano	8971	4.42	0.9916	--	4192	guy
pouca	8972	4.42	1.7272	5647	2728	little
desconhecido	8973	4.42	1.1445	5350	--	unknown
correria	8974	4.42	1.3566	--	3882	foray
sapo	8975	4.42	1.5530	2174	5643	sapo
ansiosa	8976	4.42	1.8193	--	3591	anxious
deixando	8977	4.42	1.5398	4337	2354	leaving
tse	8978	4.42	1.6424	5820	--	tse
devem	8979	4.42	1.5530	982	3177	should
baixo	8980	4.42	1.1265	1073	1194	low
ultimos	8981	4.42	1.5791	--	5241	last
end	8982	4.40	1.9795	4040	5424	end
remédio	8983	4.40	1.9166	--	2524	remedy
oculto	8984	4.40	1.3401	--	5666	hidden
provoca	8985	4.40	1.6413	--	5294	causes
bando	8986	4.40	1.8516	--	2215	band
indireta	8987	4.40	1.5649	--	1252	indirect
rabo	8988	4.40	1.8406	--	4826	tail
poucas	8989	4.40	1.0498	5195	2986	few
qee	8990	4.40	1.4708	--	1987	qee
ocupada	8991	4.40	1.2122	--	5300	occupied
poo	8992	4.40	1.4286	--	6105	poo
tr	8993	4.40	1.5119	5109	--	tr
atrás	8994	4.40	1.0302	286	615	ago
poko	8995	4.40	1.1429	--	2287	poko
devoluções	8996	4.40	1.7496	5986	--	Returns
bobagem	8997	4.40	1.5649	--	5507	baloney
tirou	8998	4.40	1.1429	--	2175	took
#ff	8999	4.40	1.4142	--	1542	# Ff
desligo	9000	4.38	1.3536	--	6181	hang
despacho	9001	4.38	1.7600	3148	--	dispatch
bobo	9002	4.38	1.4412	--	1695	silly
nd	9003	4.38	0.9234	--	1568	nd
vidinha	9004	4.38	1.7366	--	6397	vidinha
acabam	9005	4.38	1.2760	--	4173	end
ministros	9006	4.38	1.8614	5660	--	ministers
raio	9007	4.38	1.8940	5928	--	radius
bush	9008	4.38	1.5635	5015	--	bush
barata	9009	4.38	2.5225	--	3492	cockroach
#vasco	9010	4.38	1.9680	--	5154	# Vasco
pau	9011	4.36	1.7114	3378	1043	stick
correntes	9012	4.36	1.7585	4949	--	currents
deixou	9013	4.36	1.3516	3008	966	left
paia	9014	4.36	1.4813	--	4282	Paia
amador	9015	4.36	1.4107	5879	--	amateur
boleto	9016	4.36	1.5877	3842	--	billet
enfia	9017	4.36	1.4394	--	4942	threads
legislativo	9018	4.36	1.6132	3986	--	legislative
fechamento	9019	4.36	1.3962	5450	--	shutdown
julga	9020	4.36	1.3962	--	5143	judges
terminou	9021	4.36	2.1166	--	4509	ended
governos	9022	4.36	1.7114	6177	--	governments
nn	9023	4.36	1.4394	--	716	nn
corinthianos	9024	4.36	2.2925	--	4912	corinthianos
chute	9025	4.36	1.8490	--	5950	kick
aqe	9026	4.36	1.5086	--	2835	AQE
bang	9027	4.36	1.6753	--	3127	bang
gordinho	9028	4.36	1.5618	--	4811	chubby
loucos	9029	4.36	1.7585	--	2908	crazy
nã	9030	4.34	1.0616	--	6088	Not Made
ain	9031	4.34	1.3793	--	903	ain
eleitoral	9032	4.34	1.5201	1982	--	electoral
duvide	9033	4.34	1.5598	--	5900	Doubt
fiuk	9034	4.34	1.7567	--	4168	fiuk
tribunais	9035	4.34	1.6734	4689	--	courts
detran	9036	4.34	1.6977	5259	--	detran
maluca	9037	4.34	1.6734	--	3988	crazy
fria	9038	4.34	1.6364	6405	2864	cold
posers	9039	4.34	1.6489	--	4871	posers
hunf	9040	4.34	1.4792	--	5698	Hunf
esperando	9041	4.34	1.5598	5024	458	waiting
plenário	9042	4.34	1.8139	5857	--	plenary
last	9043	4.34	1.4230	2353	3714	last
menor	9044	4.34	1.3644	1006	2813	less
nó	9045	4.34	1.1713	--	6358	node
ix	9046	4.34	1.1178	5743	--	ix
irônica	9047	4.32	1.6835	--	6070	ironic
partindo	9048	4.32	1.4630	--	3542	leaving
oposição	9049	4.32	1.5964	5184	--	opposition
indiretas	9050	4.32	1.5576	--	1719	indirect
mínimo	9051	4.32	1.3468	1711	5140	minimum
cum	9052	4.32	1.8232	--	5799	cum
fechou	9053	4.32	1.5576	--	5550	closed
peso	9054	4.32	1.5444	1234	3052	weight
beliebers	9055	4.32	1.4769	--	2230	beliebers
battle	9056	4.32	1.7313	6369	--	battle
ixi	9057	4.32	1.5312	--	4704	ixi
longe	9058	4.32	1.5043	2328	544	far
deve	9059	4.32	1.5836	306	421	should
sÓ	9060	4.32	1.4205	5562	675	only
parar	9061	4.32	0.8908	3084	546	stop
door	9062	4.32	1.7548	--	5299	door
fooda	9063	4.30	2.5734	--	4814	fooda
aaaaaaaa	9064	4.30	1.7525	--	5635	aaaaaaaa
obrigatório	9065	4.30	1.3740	3311	--	mandatory
iii	9066	4.30	1.2164	851	5513	iii
segunda-feira	9067	4.30	1.7291	1439	3321	Monday
reduzir	9068	4.30	1.2976	3929	--	reduce
escondido	9069	4.30	1.5017	--	5087	hidden
aaain	9070	4.30	1.7173	--	4568	aaain
phpbb	9071	4.30	1.5286	3180	--	phpbb
sdd	9072	4.30	1.6690	--	2555	sdd
calado	9073	4.30	1.1824	--	5928	silent
mole	9074	4.30	1.6067	--	3557	soft
loca	9075	4.30	1.5419	--	1518	loca
tirar	9076	4.28	1.1959	2101	581	remove
faca	9077	4.28	1.2943	--	4415	knife
cortar	9078	4.28	1.3559	--	2236	cut
dúvida	9079	4.28	1.2129	1760	2975	doubt
demo	9080	4.28	1.9277	5997	--	demo
saudades	9081	4.28	2.2135	3915	213	miss
corte	9082	4.28	1.4003	2119	4389	cut
fasso	9083	4.28	1.5258	--	5797	fasso
aii	9084	4.28	1.2943	--	701	aii
tarada	9085	4.28	2.0706	--	3495	tarada
tiram	9086	4.28	1.1613	--	6283	take
partir	9087	4.28	1.3254	416	1151	leave
distância	9088	4.28	1.6293	2015	1340	distance
lutas	9089	4.28	1.9902	5429	--	struggles
ma	9090	4.28	1.6787	1037	1662	ma
#bieberfacts	9091	4.26	1.8495	--	3822	# Bieberfacts
osso	9092	4.26	1.3524	--	2596	bone
evite	9093	4.26	1.3674	6015	5922	avoid
cadela	9094	4.26	2.1363	--	5582	bitch
zumbi	9095	4.26	2.1553	--	6190	zombie
regressiva	9096	4.26	1.4820	--	6396	regressive
ngm	9097	4.26	1.3524	--	876	ngm
inss	9098	4.24	1.7792	4903	--	inss
parou	9099	4.24	1.2707	--	1997	stopped
seilá	9100	4.24	1.2216	--	4521	Seila
bolado	9101	4.24	1.6606	--	6148	bolado
gordinha	9102	4.24	2.0057	--	5935	chubby
maluco	9103	4.24	1.9646	--	2873	crazy
mordida	9104	4.24	1.5851	--	6116	bite
espera	9105	4.24	1.2216	2127	755	waiting
caia	9106	4.24	1.0214	--	4928	fall
critica	9107	4.24	1.9749	--	5255	criticizes
rbd	9108	4.24	1.8905	4243	2501	rbd
doido	9109	4.24	1.8245	--	1239	crazy
julgar	9110	4.24	1.4078	--	2329	judge
aiiii	9111	4.24	1.3486	--	5237	aiiii
redução	9112	4.24	1.6728	2226	--	reduction
bieber	9113	4.24	1.7328	--	822	bieber
esperar	9114	4.22	1.7646	3362	570	wait
acabado	9115	4.22	1.6573	--	4941	finished
julgam	9116	4.22	1.0359	--	4653	judge
tirando	9117	4.22	1.4039	--	1390	taking
puts	9118	4.22	1.3893	--	2353	puts
=s	9119	4.22	1.2982	--	1557	= S
sentença	9120	4.22	1.4886	4516	--	sentence
hard	9121	4.22	1.6938	4704	5728	hard
política	9122	4.22	2.1504	166	5793	policy
duvido	9123	4.22	1.1301	--	2963	doubt
viciei	9124	4.22	1.7296	--	5753	addicted
contrário	9125	4.22	1.2824	1902	3252	contrary
iraque	9126	4.22	1.7761	6274	--	Iraq
riscos	9127	4.22	1.9722	3581	--	risks
putz	9128	4.20	1.6660	--	1979	putz
terminal	9129	4.20	1.7261	5360	--	terminal
neim	9130	4.18	1.5868	--	3585	Neim
Última	9131	4.18	1.5477	1043	--	Last
poco	9132	4.18	1.4525	--	1349	poco
implica	9133	4.18	1.5077	3456	--	implies
ass	9134	4.18	1.8371	--	5699	ass
ai	9135	4.18	1.1192	785	54	ouch
aff'	9136	4.18	1.6499	--	4547	aff '
acabar	9137	4.18	1.4525	4009	751	end
crlh	9138	4.18	1.6374	--	4872	crlh
çç	9139	4.18	1.5739	--	1601	çç
nenhuma	9140	4.18	1.4941	953	797	no
últimos	9141	4.16	1.4758	1392	4839	last
saudade	9142	4.16	2.2348	2909	196	longing
aai	9143	4.16	1.2513	--	1470	aai
Últimos	9144	4.16	1.6826	1236	--	Latest
esquecer	9145	4.16	1.5032	4631	470	forget
contrario	9146	4.16	1.4758	--	4702	Contrary
pouco	9147	4.16	1.1314	510	174	little
pó	9148	4.16	1.6946	4761	4180	powder
corta	9149	4.16	1.0373	--	2762	cuts
dark	9150	4.16	1.6333	3606	--	dark
combate	9151	4.16	1.7538	2630	--	combat
over	9152	4.16	1.5434	4472	3622	over
arrancar	9153	4.16	1.4896	--	6419	rip
naum	9154	4.16	1.1493	2922	432	naum
canso	9155	4.14	1.1430	--	4017	tire
naada	9156	4.14	1.4429	--	4216	naada
belieber	9157	4.14	1.5780	--	2763	belieber
vixi	9158	4.14	1.3852	--	4310	vixi
duvida	9159	4.14	1.0692	3494	2654	doubts
gritar	9160	4.14	1.9379	--	2219	shout
saai	9161	4.14	1.3999	--	4500	saai
faustão	9162	4.14	2.2316	--	5493	Faustão
pô	9163	4.14	1.4709	--	3294	put
tnc	9164	4.12	1.6117	--	2508	tnc
rebeldes	9165	4.12	1.5862	--	1190	rebels
wtf	9166	4.12	1.6980	--	4031	wtf
basta	9167	4.12	1.3797	1771	923	enough
parlamento	9168	4.12	1.4934	6408	--	parliament
off	9169	4.12	1.8805	2057	1929	off
twitcamcomluansantana	9170	4.12	1.9234	--	6339	twitcamcomluansantana
irônico	9171	4.12	1.8696	--	3625	ironic
Ñ	9172	4.12	1.5990	3414	2722	Ñ
remover	9173	4.12	1.0812	3625	--	remove
estranho	9174	4.12	1.5990	3815	1118	strange
poow	9175	4.12	1.2879	--	4596	poow
mate	9176	4.12	2.1442	--	5362	mate
aaai	9177	4.12	1.4658	--	2646	AAAI
nenhum	9178	4.12	1.7916	521	779	no
preguiça	9179	4.12	1.3649	--	524	laziness
ih	9180	4.12	1.2720	--	4768	ih
nada	9181	4.12	1.5732	352	74	nothing
judicial	9182	4.12	1.3037	3993	--	judicial
poucos	9183	4.12	1.1183	2500	1215	few
depender	9184	4.10	1.5286	--	4403	depend
devo	9185	4.10	1.3887	4863	1783	I
governo	9186	4.10	1.9086	338	2496	government
without	9187	4.10	1.4743	--	4663	without
