Word	Havg	StDev	FreqList	translation
حصلوا	3037	5.78	1.3445	5816	Received
النظرة	3038	5.78	1.0359	2316	Outlook
أعطيته	3039	5.78	0.8640	5587	I gave him
القديس	3040	5.78	1.5022	6090	Saint
الممكن	3041	5.78	0.8401	617	Possible
تريدنى	3042	5.78	1.0746	4654	Want me
بالضبط	3043	5.78	1.1119	390	Exactly
الأراضي	3044	5.78	1.1119	7186	Land
مجموعة	3045	5.78	1.0160	840	Group
سمعة	3046	5.78	1.1301	7162	Reputation
عثرت	3047	5.78	1.2171	3690	Found
جادة	3048	5.78	1.1830	3438	Serious
مربية	3049	5.78	1.1657	9951	Nanny
نراه	3050	5.78	0.8873	7469	See
قميص	3051	5.78	1.1657	5918	Shirt
سأتحدث	3052	5.78	0.9957	5849	I will talk
تعرفوا	3053	5.78	0.8873	7097	Know
تعلمي	3054	5.78	1.0554	3423	Learn
تعطينا	3055	5.78	1.0359	8841	Give us
نصل	3056	5.78	1.2171	1451	Blade
مدينة	3057	5.78	1.0934	776	City
حبلى	3058	5.78	1.2824	7211	Pregnant
النافذه	3059	5.78	0.7365	8457	Window
أتمكن	3060	5.78	0.8154	4138	I
اقرب	3061	5.78	1.0359	9293	The nearest
تدرك	3062	5.78	0.8154	2774	Aware
أتحدث	3063	5.78	0.8401	574	I'm talking
للوصول	3064	5.78	0.9538	3523	To access
الرئيسى	3065	5.78	1.0746	6720	The main
مقدمة	3066	5.78	1.0746	7190	Introduction
يهم	3067	5.78	0.8640	769	Matter
عصر	3068	5.78	1.1830	5799	Era
يسكن	3069	5.78	0.9100	7666	Dwells
بوسعي	3070	5.78	0.9750	3524	I
لدى	3071	5.78	1.0359	318	With
الغابات	3072	5.78	1.4609	7134	Forest
سيعمل	3073	5.78	0.7083	7791	Will
المكالمات	3074	5.78	1.0746	6761	Calls
سيبدأ	3075	5.78	0.7900	5474	Begin
ويمكننا	3076	5.78	1.0554	9496	We can
جنيه	3077	5.78	1.5556	7889	Pounds
قادمون	3078	5.78	0.8154	2223	Coming
موجودة	3079	5.78	1.1119	1514	Found
نجد	3080	5.78	0.7900	1191	Find
الحركات	3081	5.78	1.0934	7992	Movements
مائة	3082	5.78	1.2501	2094	One hundred
الملهى	3083	5.78	2.0232	8950	Nightclub
التعبير	3084	5.78	0.7900	5330	Expression
أجري	3085	5.78	1.2664	6146	Conducted
لتحصل	3086	5.78	0.8873	8136	To get
تتجول	3087	5.78	0.8640	9614	Roam
سيأتي	3088	5.78	0.9750	1911	Come
استمري	3089	5.78	0.8873	7895	Continue
تم	3090	5.78	1.1830	208	Was
تذكروا	3091	5.78	1.2982	5764	Remember
طبيب	3092	5.78	1.6073	1067	Doctor
القدر	3093	5.78	1.4748	1958	Destiny
ترغبين	3094	5.78	0.8401	3983	Want
تريني	3095	5.78	0.9322	6435	Trini
لفريق	3096	5.78	1.2337	7438	Team
اعطيك	3097	5.78	0.9100	5827	Give
الألمان	3098	5.78	1.2501	4479	Germans
غد	3099	5.78	0.9322	5661	Tomorrow
القميص	3100	5.78	1.0746	5314	Shirt
عينه	3101	5.78	1.1480	8983	Same
الشاشة	3102	5.78	1.1480	6468	Screen
أشعر	3103	5.78	0.9100	306	I feel
فرنسي	3104	5.78	1.2664	8928	French
توقيعك	3105	5.78	1.0934	9894	Signature
اركب	3106	5.78	0.8873	5826	Ride
جسر	3107	5.78	0.9750	5690	Bridge
تدعوه	3108	5.78	0.7900	9212	Calls
يفكر	3109	5.78	0.9538	3039	Think
جسدك	3110	5.78	1.0554	4941	Body
حفظ	3111	5.78	0.8401	9867	Remember
تود	3112	5.78	0.8873	1381	Todd
بسرعة	3113	5.78	0.9538	312	Quickly
للناس	3114	5.78	0.9538	3911	People
الخيارات	3115	5.78	0.8873	9590	Options
تجربة	3116	5.78	1.2171	2659	Experience
سمع	3117	5.78	0.9100	4263	Heard
سيفعل	3118	5.78	1.0160	2420	Do
الأرض	3119	5.78	0.9538	367	Earth
الجناح	3120	5.78	0.9957	4981	Wing
بالكثير	3121	5.78	1.0934	3234	A lot
معكم	3122	5.76	0.8221	1474	With you
رقمك	3123	5.76	1.0214	7148	Your number
شاهد	3124	5.76	0.9596	1948	View
ستأتي	3125	5.76	0.7440	2216	Come
يلبس	3126	5.76	1.0797	7475	Wears
الجسم	3127	5.76	1.2707	3038	Body
يقيم	3128	5.76	1.0012	7846	Assesses
افهم	3129	5.76	0.9806	1921	I understand
الإحتفاظ	3130	5.76	1.1168	8668	Retention
فم	3131	5.76	1.2382	8496	Mouth
ادري	3132	5.76	1.0412	6883	Adre
نتصل	3133	5.76	1.0012	5445	Contact
ممكن	3134	5.76	0.9596	546	Possible
سنعمل	3135	5.76	0.7969	6304	We will work
الصحيفة	3136	5.76	1.1350	8228	Newspaper
أجـل	3137	5.76	1.0606	6019	For
أعود	3138	5.76	1.0214	826	Go back
تجري	3139	5.76	1.0412	3134	Place
المخلوقات	3140	5.76	1.3486	3921	Creatures
سيتم	3141	5.76	0.8935	1943	Will be
وجهها	3142	5.76	0.8466	5220	Her face
قرية	3143	5.76	0.9381	4454	Village
جميعكم	3144	5.76	1.1350	2344	All of you
وسيكون	3145	5.76	1.0797	3863	It will be
دائما	3146	5.76	1.0797	291	Always
ستار	3147	5.76	1.2545	6910	Star
أسمح	3148	5.76	0.7440	2991	Let
وحاول	3149	5.76	1.0984	9897	And tried to
تصور	3150	5.76	1.1704	6795	Visualize
تحصلي	3151	5.76	0.9161	6993	Thsali
وصفة	3152	5.76	0.9381	9109	Recipe
رجالى	3153	5.76	1.0606	8582	Men
للابد	3154	5.76	1.4078	7160	Forever
صلصة	3155	5.76	1.3024	8338	Sauce
الخطوة	3156	5.76	1.1168	5171	Step
بالمزيد	3157	5.76	1.0606	9896	More
أنتهيت	3158	5.76	1.8245	8217	Finished
تعال	3159	5.76	0.9161	160	Come
أريد	3160	5.76	0.8704	70	I want
الأجهزة	3161	5.76	1.2382	8981	Devices
ملابسها	3162	5.76	1.1528	9402	Her
مكتبك	3163	5.76	1.0984	5223	Your office
أعلم	3164	5.76	1.1168	124	I know
سيظهر	3165	5.76	0.8221	9226	Will
الراقصة	3166	5.76	1.8468	8612	Dancer
صوتي	3167	5.76	0.9596	6399	Audio
تعالى	3168	5.76	1.1350	830	Almighty
شاهدت	3169	5.76	0.7709	2602	I saw
هاتفك	3170	5.76	1.1528	3290	Phone
مجتمع	3171	5.76	1.0797	7705	Community
نكمل	3172	5.76	1.1350	9160	Complete
حاولوا	3173	5.76	0.8704	4225	Tried
سافعل	3174	5.76	0.9381	6060	I will do
know	3175	5.76	1.2216	4867	know
الشيوخ	3176	5.76	1.5059	4719	Senate
بدء	3177	5.76	0.7709	5459	Start
لليلة	3178	5.76	0.9596	6451	Per night
أجده	3179	5.76	0.7709	5728	I find
ترفع	3180	5.76	1.0412	6302	Raises
سأتولى	3181	5.76	0.8466	4322	سأتولى
أحضر	3182	5.76	0.8704	692	Bring
يمكنك	3183	5.76	1.0214	106	You can
أتفهم	3184	5.76	1.0412	1646	I understand
اقترب	3185	5.76	0.7969	5207	Approached
تسعى	3186	5.76	0.7969	8547	Seeking
اسرع	3187	5.76	1.0797	1956	Faster
القفز	3188	5.76	1.0214	4878	Jump
معنا	3189	5.76	0.9381	444	Us
يذكر	3190	5.76	1.1528	5872	The
دوري	3191	5.76	0.8935	3975	League
الدخول	3192	5.76	1.0606	941	Access
تجدي	3193	5.76	0.9806	7564	Useless
الممثل	3194	5.76	1.1528	9811	Representative
تأتين	3195	5.76	0.9381	7262	Tatin
يصبح	3196	5.76	0.8935	1009	Becomes
لرؤيته	3197	5.76	0.9161	9812	To see him
عملنا	3198	5.76	1.0797	2309	Our work
هارفارد	3199	5.76	1.5592	8044	Harvard
ارتفاع	3200	5.76	1.1168	7814	High
إستعدوا	3201	5.76	0.9381	9920	Be prepared
باور	3202	5.76	1.2216	6421	Power
للرجال	3203	5.74	1.5093	7449	Men
أختار	3204	5.74	0.8033	6000	Akhtar
عمرك	3205	5.74	1.2090	2204	Age
خذ	3206	5.74	1.0264	409	Take
جولة	3207	5.74	1.0063	2159	Tour
أنظروا	3208	5.74	0.9216	2173	Look
يفسر	3209	5.74	1.0844	8268	Explains
نحتاجك	3210	5.74	1.2257	9021	Need you
صلة	3211	5.74	1.0264	6450	Link
إسمح	3212	5.74	1.1395	9848	Excuse
الأساسية	3213	5.74	1.1214	5980	Basic
يمكنها	3214	5.74	0.7508	1530	Can
الشرب	3215	5.74	1.4682	5239	Drinking
أعطيها	3216	5.74	0.8526	9556	I give it
بالترجمة	3217	5.74	0.8526	2544	Translation
أطول	3218	5.74	0.8992	2238	Longer
سيأتى	3219	5.74	1.0063	6268	Will come
تحصل	3220	5.74	0.6328	737	Get
أهدأ	3221	5.74	1.3524	5468	Quietest
الخزنة	3222	5.74	1.0461	8052	Treasury
التأكد	3223	5.74	1.0461	4336	Sure
والجميع	3224	5.74	0.9216	8441	And everyone
افتحي	3225	5.74	0.8526	5269	Unfasten
الشركات	3226	5.74	0.9216	7308	Companies
اخبرنى	3227	5.74	1.1214	3719	Told me
طوكيو	3228	5.74	1.1920	7856	Tokyo
أمام	3229	5.74	1.0654	780	Before
اعلى	3230	5.74	0.9216	4595	Top
راقصة	3231	5.74	2.0782	5749	Dancer
ستصل	3232	5.74	0.8762	6600	Will
نستخدم	3233	5.74	0.8992	5216	We use
جدا	3234	5.74	1.0654	105	Very
لتصبح	3235	5.74	1.1031	6664	To become
غاية	3236	5.74	1.2090	2161	Very
توقعت	3237	5.74	1.1214	3890	Expected
مدينه	3238	5.74	0.9435	8269	City
قابلت	3239	5.74	0.8283	1859	I met
البيئة	3240	5.74	1.1395	8476	Environment
الرأي	3241	5.74	0.9649	5531	Opinion
أعمل	3242	5.74	0.9858	565	I
الإدارة	3243	5.74	1.1920	5885	Leaders
حسابي	3244	5.74	1.1395	8073	My Account
العهد	3245	5.74	1.3372	8014	Testament
تشعرين	3246	5.74	1.0461	1929	Feel
اسمي	3247	5.74	1.1920	806	My name is
ميعاد	3248	5.74	0.9435	5939	Deadline
الطعم	3249	5.74	0.9858	8222	Taste
يبقى	3250	5.74	0.9858	1481	Remains
تجرب	3251	5.74	1.1031	6927	Try
الشركة	3252	5.74	0.8762	1544	Company
أصل	3253	5.74	1.1395	2178	Out
آثار	3254	5.74	1.4682	4234	Effects
صدر	3255	5.74	1.3372	5450	Released
كتابة	3256	5.74	1.1031	3353	Writing
يعود	3257	5.74	1.0654	906	Back
ابدأ	3258	5.74	1.1031	3401	Start
إتصال	3259	5.74	1.0461	3706	Contact
التلال	3260	5.74	1.2586	9252	Hills
تثبت	3261	5.74	1.1920	6383	Prove
اصنع	3262	5.74	1.0264	6934	Create
لمزيد	3263	5.74	0.9216	6571	For more
الكاتب	3264	5.74	1.2090	7716	Author
الخيار	3265	5.74	1.0654	3913	Option
عمرى	3266	5.74	1.3063	7494	Omri
الأماكن	3267	5.74	1.2090	2626	Places
تعلمت	3268	5.74	1.0844	2332	I learned
نقدم	3269	5.74	0.7775	6841	Offer
مباشر	3270	5.74	0.9435	4187	Direct
إيجاد	3271	5.74	0.8283	1742	Find
كافي	3272	5.74	0.9216	2823	Enough
ترتيب	3273	5.74	0.9435	5369	Order
اعود	3274	5.74	0.9435	2980	Go back
تريده	3275	5.74	0.7508	1212	You want
تدعوني	3276	5.74	0.8992	6554	Call me
التجاري	3277	5.74	1.0063	7963	Commercial
أري	3278	5.74	0.8283	3952	Ari
تتم	3279	5.74	0.8762	5298	Are
المكالمة	3280	5.74	1.0654	4114	Call
الخطة	3281	5.74	1.2747	1604	Plan
يعودون	3282	5.74	0.9216	8099	Return
أداء	3283	5.74	0.8283	5327	Performance
يأتوا	3284	5.74	0.8283	7330	Come
تتحدثين	3285	5.74	1.1031	1818	Talking
الأيدي	3286	5.74	0.9216	5530	Hands
راعي	3287	5.74	0.8762	5377	Patron
موجودين	3288	5.74	0.8762	8837	Present
جيم	3289	5.74	1.0844	1293	C.
أرتدى	3290	5.74	0.8526	9401	Wore
منة	3291	5.74	1.1747	8293	Menna
يوجد	3292	5.74	0.8992	123	There
دخلنا	3293	5.74	0.9649	7966	Entered
الطويل	3294	5.74	0.9858	5076	Long
فرقة	3295	5.74	1.3674	1759	Band
حيوانات	3296	5.74	1.7357	3343	Animals
القط	3297	5.74	1.2906	6313	Cat
تصبح	3298	5.74	0.9216	709	Become
مالا	3299	5.74	1.1920	4190	Mala
اتصال	3300	5.74	0.9216	2740	Contact
أتستطيع	3301	5.74	0.9858	9859	You can not
جهز	3302	5.74	0.9649	7434	Prepare
للتأكد	3303	5.74	1.0063	9172	To make sure
الرئيسي	3304	5.74	1.0654	2077	The main
يحتفظ	3305	5.74	0.9216	7950	Retains
الكائنات	3306	5.72	1.2296	6655	Objects
خفيف	3307	5.72	1.3254	8168	Light
نفعل	3308	5.72	0.9697	452	Do
افريقيا	3309	5.72	1.4003	9839	Africa
عيني	3310	5.72	1.0698	2720	Eyes
اوكي	3311	5.72	1.0110	3599	Waukee
سنتحدث	3312	5.72	0.9044	4807	We'll talk
آبي	3313	5.72	1.5524	3881	Abe
مؤكد	3314	5.72	1.1073	4466	Uncertain
رئيس	3315	5.72	1.6787	652	Prime
أراها	3316	5.72	0.9906	3097	I see
تتحدثون	3317	5.72	1.0110	9980	Talkin '
الدراسة	3318	5.72	1.4148	5029	Study
سكاي	3319	5.72	1.3559	8125	Sky
سمعتك	3320	5.72	1.1613	4476	Your reputation
علاقه	3321	5.72	0.9906	6724	Relationship
الإنجيل	3322	5.72	1.8299	9157	Gospel
تستطع	3323	5.72	0.9044	3638	Unable to
غالية	3324	5.72	1.7028	9375	Expensive
ليصبح	3325	5.72	1.0506	9412	To become
اهدئي	3326	5.72	1.5124	5850	اهدئي
عملها	3327	5.72	0.8091	5694	Work
العرض	3328	5.72	1.0110	1034	Display
تراها	3329	5.72	0.9485	4199	See
الستائر	3330	5.72	0.9906	8931	Curtains
تقترح	3331	5.72	1.0309	7196	Suggests
بالمال	3332	5.72	1.5124	3765	Money
تذكرني	3333	5.72	1.3099	8737	Remember me
إقامة	3334	5.72	1.1787	6593	Stay
الإختيار	3335	5.72	0.8340	8430	Choice
ستأتين	3336	5.72	0.9267	8760	Staten
الجو	3337	5.72	1.3559	1431	Air
تخرجي	3338	5.72	1.2623	7030	Graduation
هوية	3339	5.72	0.9267	4578	Identity
الرجل	3340	5.72	1.0887	108	Man
حصلتي	3341	5.72	0.9267	9833	Hsalta
تروي	3342	5.72	0.9906	4546	Troy
تسمعني	3343	5.72	0.9267	1728	Hear me
نعبر	3344	5.72	1.0698	9763	Express
سكان	3345	5.72	1.0309	5011	Population
تعرفى	3346	5.72	1.0698	3513	You know
يشاهد	3347	5.72	0.7835	7111	Watch
أجلك	3348	5.72	0.9485	1105	U
يجدوا	3349	5.72	0.8581	8339	Find
الإرسال	3350	5.72	1.0309	9177	Transmission
وجد	3351	5.72	0.8581	2025	Found
الحديث	3352	5.72	0.8581	942	Talk
تشعر	3353	5.72	0.9485	599	Feel
اولا	3354	5.72	1.1613	2384	First
لغة	3355	5.72	0.9697	4565	Language
أعطيه	3356	5.72	0.7570	5864	Give
ألاف	3357	5.72	0.9485	6072	Thousands
صحيفة	3358	5.72	1.2461	5782	Newspaper
المدخل	3359	5.72	0.9906	4705	ENTRY
الطويلة	3360	5.72	0.9485	5217	Long
الغرفة	3361	5.72	1.0506	716	Room
للمدينة	3362	5.72	0.9044	7612	The city
يجمع	3363	5.72	0.8581	9860	Combines
نمارس	3364	5.72	0.9697	7762	Practice
الاعمال	3365	5.72	1.0698	7572	Business
فمك	3366	5.72	1.0698	1566	Mouth
تنفيذ	3367	5.72	0.9906	5514	Implementation
الفرنسي	3368	5.72	1.0506	6249	French
تذكرة	3369	5.72	1.0309	3852	Ticket
تشغيل	3370	5.72	0.9267	4195	Run
أتشعر	3371	5.72	1.1787	9605	أتشعر
سراح	3372	5.72	1.1073	5117	Release
تكلمنا	3373	5.72	0.9906	9428	We talked
للدخول	3374	5.72	0.9485	5559	To enter
أنجلوس	3375	5.72	1.3559	2907	Angeles
افتح	3376	5.72	0.8816	1364	Open
أتصلت	3377	5.72	0.9267	6691	I called
أتأكد	3378	5.72	0.9485	4691	I make sure
عهد	3379	5.72	0.9044	8434	Era
تحدي	3380	5.72	1.2784	9436	Challenge
ولديه	3381	5.72	1.1613	8020	It has
تريد	3382	5.72	1.0110	94	Want
اكون	3383	5.72	1.0309	711	Be
أحاول	3384	5.72	1.0309	467	I try to
نشأت	3385	5.72	0.7835	6612	Originated
جيرى	3386	5.72	1.2461	7042	Jerry
ستشعر	3387	5.72	1.1073	7905	You will feel
نادر	3388	5.72	1.1073	7567	Nader
ترجمه	3389	5.72	1.1256	6275	Translated
معك	3390	5.72	1.0110	141	You
صالة	3391	5.72	0.8816	6280	Hall
تخبرينى	3392	5.72	0.7835	7914	Tell me
الصوت	3393	5.72	0.8091	1390	Sound
تذاكر	3394	5.72	1.4148	5131	Tickets
سندخل	3395	5.70	1.0926	8879	We will enter
مشاهد	3396	5.70	0.9530	9965	Scenes
كبار	3397	5.70	1.1824	4689	Senior
غرفة	3398	5.70	1.0152	419	Room
تبدأ	3399	5.70	1.3439	1144	Begin
سأفعله	3400	5.70	0.8144	4042	I'll do
يفعلها	3401	5.70	0.9530	5061	Do it
وعدتني	3402	5.70	1.0546	6682	And promised
قطار	3403	5.70	1.1112	3032	Train
ذاكرة	3404	5.70	1.0351	7056	Memory
مئات	3405	5.70	1.3887	3406	Hundreds
القومي	3406	5.70	1.3286	6107	National
وجهه	3407	5.70	0.7354	2121	Face
جدية	3408	5.70	1.1995	8746	Serious
ساعود	3409	5.70	1.0152	9876	I'll be back
أبقي	3410	5.70	0.8864	3829	Keep
أسمعه	3411	5.70	0.9091	8110	I hear
بنفسى	3412	5.70	1.0152	3800	Myself
أنـا	3413	5.70	1.2164	1595	I
البلدة	3414	5.70	1.0738	1066	Town
مكتب	3415	5.70	1.0926	863	Office
أتعرف	3416	5.70	0.8391	496	You know
عادوا	3417	5.70	1.0152	8511	Returned
للسيد	3418	5.70	0.9313	4486	Mr.
يتوقع	3419	5.70	0.8864	7258	Expected
وضعت	3420	5.70	1.1294	1257	Developed
عرفته	3421	5.70	0.7354	5769	I knew
تحتفظ	3422	5.70	0.8391	4547	Reserves
يدي	3423	5.70	0.9313	1648	Lady
اليوم	3424	5.70	0.8864	92	Today
أخبرتني	3425	5.70	0.9949	1729	She told me
عاد	3426	5.70	0.9742	1197	Returned
يذكرني	3427	5.70	0.7354	8082	Reminds me of
قاعة	3428	5.70	0.9091	3549	Hall
تفكير	3429	5.70	0.9530	5899	Thinking
الملاحظة	3430	5.70	0.8631	8756	Note
العمال	3431	5.70	1.2657	5501	Workers
انهض	3432	5.70	1.2976	2105	Stand Up
يثبت	3433	5.70	0.8631	5038	Prove
توصيلة	3434	5.70	1.0546	9135	Connection
أعمال	3435	5.70	1.2817	1773	Business
ريتش	3436	5.70	1.2164	9343	Rich
تسمعنى	3437	5.70	0.8391	5105	Hear me
سيدنى	3438	5.70	1.2657	8267	Sydney
للمزيد	3439	5.70	1.1473	7069	For more
عملة	3440	5.70	1.0546	9113	Currency
كاتب	3441	5.70	1.1112	4357	Starter
سأكون	3442	5.70	0.8144	393	I'll be
المحاولة	3443	5.70	0.9530	3395	Attempt
خذي	3444	5.70	1.0546	1523	TAKE
اشرح	3445	5.70	0.8391	9205	Explain
للعالم	3446	5.70	0.9949	4613	To the world
هاى	3447	5.70	1.1294	1253	High
منزله	3448	5.70	1.1995	4264	Home
يومك	3449	5.70	1.0351	3443	Day
الدرجات	3450	5.70	1.0152	9668	Degrees
إتصلي	3451	5.70	1.1824	9541	Call
أردنا	3452	5.70	0.8864	5815	We wanted
مالك	3453	5.70	1.0546	2831	Owner
الجسد	3454	5.70	1.1294	5124	Body
أكلمك	3455	5.70	1.0926	9613	Speak to
إنطلق	3456	5.70	1.0351	8583	Scurry
المهمة	3457	5.70	0.9530	1335	Task
الدومنة	3458	5.70	1.2657	9608	Domino
تريديني	3459	5.70	0.9949	9104	تريديني
أثار	3460	5.70	1.3740	8372	Raised
بالجلوس	3461	5.70	0.6776	4198	To sit
الإعلان	3462	5.70	0.9949	7684	Declaration
الاعتماد	3463	5.70	1.5017	9194	Accreditation
تعرف	3464	5.70	0.9530	93	Learn
أدخل	3465	5.70	0.7354	1307	Enter
المركبة	3466	5.70	0.9091	7209	Vehicle
المخرج	3467	5.70	0.8864	4986	Director
يقود	3468	5.70	0.9949	2738	Driving
الجسر	3469	5.70	0.8864	2884	Bridge
السحب	3470	5.70	1.3286	9406	Cloud
حاول	3471	5.70	0.8631	678	Try
مؤثر	3472	5.70	1.5017	8799	Influential
القادمه	3473	5.70	0.8631	6423	Upcoming
تعرفني	3474	5.70	1.2164	4135	You know me
وجودي	3475	5.70	0.9091	6165	And Judy
يجري	3476	5.70	1.0351	580	Being
المنظر	3477	5.70	1.0926	5984	Parallax
أفعلها	3478	5.70	0.9530	2592	I do
ahmed	3479	5.70	1.1995	8332	ahmed
بلد	3480	5.70	0.8864	5745	Country
بشراء	3481	5.70	1.1294	8095	Purchase
ستانلي	3482	5.70	1.5017	8086	Stanley
لليمين	3483	5.70	1.0351	8214	Right
تعملي	3484	5.70	0.9313	9842	تعملي
تبادل	3485	5.70	0.9091	6638	Exchange
شركاء	3486	5.70	1.0546	6627	Partners
أتذكر	3487	5.70	0.8391	744	I remember
نتحدث	3488	5.70	0.6776	696	Talk
الموجود	3489	5.68	0.9570	3893	Located
الرئيسة	3490	5.68	1.0190	8423	President
صدقنى	3491	5.68	1.2027	9535	Believe me,
الاف	3492	5.68	1.1147	6570	Thousands
المكتب	3493	5.68	0.9355	1323	Office
لايت	3494	5.68	0.9355	9881	Lite
أقوم	3495	5.68	0.8437	540	I
طبية	3496	5.68	1.3768	7070	Medical
أدرك	3497	5.68	0.8437	2952	Realized
مدرك	3498	5.68	1.0774	7688	Aware
ستظل	3499	5.68	1.0583	7340	Will remain
تفكيرك	3500	5.68	0.9988	8688	Thinking
اعمال	3501	5.68	1.0774	6797	Acts
القيام	3502	5.68	0.9988	611	Do
بالعمل	3503	5.68	0.9134	1765	Work
ادخل	3504	5.68	1.0388	1590	Log in
الموجة	3505	5.68	1.2362	9846	Wave
أشاهد	3506	5.68	0.7939	3957	Watch
غرفتها	3507	5.68	0.9134	9527	Her room
القاعة	3508	5.68	0.9570	5788	Hall
المجئ	3509	5.68	0.9781	7708	You come
تناولت	3510	5.68	0.9355	5044	Addressed
الموسم	3511	5.68	0.9134	3729	Season
عندى	3512	5.68	0.9134	1651	I have
تحدثت	3513	5.68	0.9570	1571	I spoke
تتناول	3514	5.68	0.8437	7003	Deal
وتم	3515	5.68	1.0962	6355	Was
أردت	3516	5.68	0.9781	339	I wanted
يمكن	3517	5.68	1.2362	91	Can
اصبح	3518	5.68	0.8192	1889	Become
أمارس	3519	5.68	0.9134	6197	Exercise
راسل	3520	5.68	0.9570	8462	Contact
السير	3521	5.68	0.8676	2504	Sir
لاحظت	3522	5.68	0.7939	2729	I noticed
ساندي	3523	5.68	1.2526	5605	Sandy
شاهدته	3524	5.68	0.8192	9183	I have seen
البرامج	3525	5.68	1.2027	8693	Software
التحدث	3526	5.68	0.9570	470	Talk
افتحوا	3527	5.68	0.9355	8342	Open
طلبك	3528	5.68	0.9781	7207	Your request
وجه	3529	5.68	0.8676	1184	Face
الجولة	3530	5.68	0.9988	3492	Round
للمسيح	3531	5.68	1.6714	6645	Christ
الوادي	3532	5.68	1.2688	7685	Valley
سمعتي	3533	5.68	1.2027	7004	My reputation
سترة	3534	5.68	0.9570	5967	Jacket
لنتحدث	3535	5.68	1.0962	4852	Let's talk
يجدي	3536	5.68	0.9570	9528	Futile
تعلمون	3537	5.68	0.8908	1907	You know
لديك	3538	5.68	1.0962	107	You have
تحاولي	3539	5.68	1.0388	7900	Try
يلاحظ	3540	5.68	0.7126	9307	Notes
إبدأ	3541	5.68	0.9570	6116	Start
حس	3542	5.68	0.9781	9243	Sense
المجاورة	3543	5.68	1.0962	9443	Neighboring
منتديات	3544	5.68	1.1507	5905	Forums
تناول	3545	5.68	0.7939	1611	Eating
انظري	3546	5.68	1.0190	713	Look
فصاعدا	3547	5.68	0.9355	7732	Onwards
أعطينى	3548	5.68	1.2688	7574	Give me
عبرت	3549	5.68	1.0190	9477	Crossed
أريده	3550	5.68	1.1328	1346	I want
قانوني	3551	5.68	1.0388	4393	Legal
خطوات	3552	5.68	0.8908	6226	Steps
رأيتها	3553	5.68	1.0962	1798	I've seen
جسمي	3554	5.68	1.0583	8594	My body
أستمع	3555	5.68	0.9988	2943	Listen
سأفكر	3556	5.68	1.2027	8106	I'll think
للتحدث	3557	5.68	0.9355	4059	To talk
تنال	3558	5.68	1.2027	8617	Impair
العشرة	3559	5.68	1.1328	9861	Ten
الجبل	3560	5.68	1.0388	3520	Mountain
اتصل	3561	5.68	0.8908	824	Contact
هام	3562	5.68	1.2027	3142	Important
أتعلمون	3563	5.68	0.9988	6198	You know
استيقظ	3564	5.68	1.0190	2581	Awake
طريق	3565	5.68	1.1328	391	Using
