word	rank	happs	stddev	twitter_rank	gbooks_rank	nyt_rank	lyrics_rank
neighbor	2385	6.08	1.3827	4036	--	4349	--
neighborhoods	2386	6.08	1.4686	--	--	3992	--
numerous	2387	6.08	1.1925	--	1365	2616	--
our	2388	6.08	1.0660	118	74	73	106
oven	2389	6.08	1.3679	3690	--	--	--
picked	2390	6.08	1.2095	1754	3495	3271	2006
reached	2391	6.08	1.2591	4191	864	1137	2204
recognize	2392	6.08	1.4119	4898	2373	2938	2061
recognized	2393	6.08	1.3068	--	1610	3350	--
rider	2394	6.08	1.4263	--	--	--	2944
shows	2395	6.08	1.0467	792	701	931	1421
significantly	2396	6.08	0.9655	--	2718	4428	--
specialist	2397	6.08	1.5365	--	--	3273	--
suggestions	2398	6.08	1.1400	2162	4004	--	--
superior	2399	6.08	1.5232	3336	1760	4257	--
tempo	2400	6.08	1.3068	--	--	--	3073
tourists	2401	6.08	1.5097	--	--	4713	--
ups	2402	6.08	1.6517	2834	--	--	3965
validity	2403	6.08	1.1578	--	3907	--	--
vehicle	2404	6.08	1.4546	2149	3894	3148	--
votes	2405	6.08	1.5758	4000	4343	2095	--
theories	2406	6.06	1.4507	--	2261	--	--
associations	2407	6.06	1.5733	--	3161	--	--
attachment	2408	6.06	1.5194	--	4270	--	--
fluid	2409	6.06	1.2317	--	2050	--	--
shells	2410	6.06	1.5057	--	--	--	3855
1970s	2411	6.06	1.4486	--	4679	--	--
adults	2412	6.06	1.3001	4648	2782	2433	--
advocacy	2413	6.06	1.2521	--	--	4707	--
bella	2414	6.06	1.2191	4291	--	--	3460
brazilian	2415	6.06	1.4486	4069	--	--	--
bueno	2416	6.06	1.5572	3321	--	--	--
certain	2417	6.06	1.4626	1905	252	917	1713
certainly	2418	6.06	1.3463	2982	827	1380	--
combinations	2419	6.06	1.2357	--	4948	--	--
composed	2420	6.06	1.2521	--	2040	--	--
composition	2421	6.06	1.1851	--	1783	--	--
couch	2422	6.06	1.2022	2013	--	--	3451
created	2423	6.06	1.6088	2105	1041	1118	2699
creek	2424	6.06	1.4902	4837	3853	--	--
dimes	2425	6.06	1.2191	--	--	--	4134
distinct	2426	6.06	1.2357	--	1828	--	--
equal	2427	6.06	1.9526	--	767	2812	4138
facts	2428	6.06	1.0956	3668	1202	3618	2578
flight	2429	6.06	1.8340	1173	2716	1632	1827
gaze	2430	6.06	1.4902	--	--	--	2947
goodman	2431	6.06	1.1323	--	--	4008	--
harbor	2432	6.06	1.4486	--	--	2252	--
hey	2433	6.06	1.6340	241	--	--	148
historian	2434	6.06	1.4626	--	4623	3632	--
host	2435	6.06	1.3614	2259	2616	2185	4810
icon	2436	6.06	1.2683	3317	--	--	--
influences	2437	6.06	1.2191	--	3274	--	--
instruments	2438	6.06	1.7072	--	2628	4261	--
landmark	2439	6.06	1.0184	--	--	4918	--
large	2440	6.06	1.2683	1618	179	508	2893
latest	2441	6.06	1.3614	724	4583	473	3957
leads	2442	6.06	1.0956	2467	1968	2856	2149
legs	2443	6.06	1.3001	2044	2674	--	1393
liverpool	2444	6.06	1.5572	3989	--	--	--
magazines	2445	6.06	1.4486	--	--	3798	4355
membership	2446	6.06	1.0184	--	3091	3654	--
muscle	2447	6.06	1.3311	4559	1994	--	4263
nation	2448	6.06	1.5039	2238	939	537	1556
outlets	2449	6.06	1.0382	--	--	2871	--
overseas	2450	6.06	1.5308	--	--	3683	--
peanut	2451	6.06	1.3311	2257	--	--	--
personal	2452	6.06	1.2191	1153	526	676	3037
photoshop	2453	6.06	1.5308	3156	--	--	--
preparation	2454	6.06	1.3614	--	2073	--	--
quantities	2455	6.06	1.3001	--	3158	--	--
racing	2456	6.06	1.7427	3263	--	1014	3613
reflection	2457	6.06	1.3911	--	3009	--	2455
representation	2458	6.06	1.2843	--	1984	--	--
respective	2459	6.06	1.3157	--	3727	--	--
see	2460	6.06	1.0577	78	81	243	42
servings	2461	6.06	1.4057	--	--	3199	--
shoes	2462	6.06	1.5440	1172	4347	4120	753
slim	2463	6.06	1.4902	4851	--	--	2421
sports	2464	6.06	2.2352	1224	4074	213	--
starring	2465	6.06	1.3001	--	--	4176	--
straight	2466	6.06	1.0577	1107	1748	1823	477
talk	2467	6.06	1.0577	340	986	763	249
towns	2468	6.06	1.1502	--	2219	2106	--
updated	2469	6.06	1.2357	1360	--	--	--
wood	2470	6.06	1.2521	2859	1329	2149	1872
solving	2471	6.04	1.7377	--	4762	--	--
bridges	2472	6.04	1.5133	--	--	--	3030
climbing	2473	6.04	1.3838	--	--	--	3441
geographical	2474	6.04	1.4572	--	4731	--	--
skirt	2475	6.04	2.0712	--	--	--	3735
1960s	2476	6.04	1.7492	--	4882	--	--
academy	2477	6.04	1.3395	4406	3207	1389	--
accompanying	2478	6.04	1.4422	--	--	4736	--
acquired	2479	6.04	1.5113	--	2162	1661	--
acting	2480	6.04	1.5113	2266	2122	2065	1785
alumni	2481	6.04	1.0294	--	--	4555	--
america's	2482	6.04	1.4563	--	--	--	--
approaches	2483	6.04	1.3087	--	2384	--	--
bass	2484	6.04	1.6898	3579	--	3205	1737
beginning	2485	6.04	1.1599	1957	682	1091	1338
bringing	2486	6.04	1.1421	2225	2531	2772	1897
campus	2487	6.04	1.6157	2449	--	2501	--
casino	2488	6.04	2.0400	2277	--	3850	--
choices	2489	6.04	1.4422	3873	4384	2953	3933
contributed	2490	6.04	1.2115	--	3271	3136	--
exact	2491	6.04	1.2282	4074	2657	--	--
expand	2492	6.04	1.1421	--	--	2965	--
express	2493	6.04	0.9026	2515	1691	1467	3362
fave	2494	6.04	1.4702	2324	--	--	--
feliz	2495	6.04	1.4841	3999	--	--	3276
folks	2496	6.04	1.3547	1094	--	--	1218
fund	2497	6.04	1.1241	3588	2449	482	--
furniture	2498	6.04	1.1599	3959	4393	3052	--
groove	2499	6.04	1.2115	--	--	--	1290
hair	2500	6.04	1.3991	430	1323	2851	528
hint	2501	6.04	1.5903	4749	--	--	--
installed	2502	6.04	1.0294	4066	--	4792	--
interactive	2503	6.04	1.3845	4469	--	--	--
kitchen	2504	6.04	1.6898	1489	3299	1543	1959
melbourne	2505	6.04	1.4280	4764	--	--	--
mind	2506	6.04	1.2771	270	303	1114	126
numbers	2507	6.04	1.1421	2427	991	1507	2576
perspective	2508	6.04	1.0294	4670	1990	4357	--
points	2509	6.04	1.4702	1508	675	442	3591
prevention	2510	6.04	1.2282	--	3870	4676	--
professor	2511	6.04	1.4563	4563	1400	321	--
prospective	2512	6.04	1.2115	--	--	4540	--
prospects	2513	6.04	1.0683	--	--	4150	--
purple	2514	6.04	1.5248	2196	--	--	2225
purpose	2515	6.04	1.1599	2904	543	2862	3188
replied	2516	6.04	0.9681	4493	1768	3389	--
sauce	2517	6.04	1.3991	2516	--	3676	--
signing	2518	6.04	1.4841	3091	--	4586	--
sofa	2519	6.04	1.3547	4929	--	--	--
supplies	2520	6.04	1.3991	4214	2700	3583	--
tops	2521	6.04	1.0872	4753	--	--	4678
transport	2522	6.04	1.2930	--	2074	--	--
union	2523	6.04	1.3991	2744	585	378	4165
visible	2524	6.04	0.8797	--	2326	4964	--
vocal	2525	6.04	1.5513	--	--	4647	4931
washington	2526	6.04	1.2115	1697	859	174	--
words	2527	6.04	1.1945	687	302	1164	251
xp	2528	6.04	1.5113	3022	--	--	--
carriage	2529	6.02	1.2289	--	4764	--	--
beings	2530	6.02	1.2498	--	2516	--	--
colored	2531	6.02	1.7379	--	3839	--	--
considerations	2532	6.02	1.4067	--	2696	--	--
nearest	2533	6.02	1.2498	--	4902	--	--
porch	2534	6.02	1.6006	--	--	--	2794
relate	2535	6.02	1.5206	--	4051	--	3583
seventeenth	2536	6.02	1.1813	--	4697	--	--
vibe	2537	6.02	1.4789	--	--	--	2457
1980's	2538	6.02	1.7437	--	--	--	--
acres	2539	6.02	1.3169	--	3547	3682	--
aircraft	2540	6.02	1.4068	--	3796	2657	--
amen	2541	6.02	1.8789	2846	--	--	4085
basket	2542	6.02	1.0784	2907	--	--	--
blog	2543	6.02	1.4068	231	--	--	--
cards	2544	6.02	1.3013	1305	3875	2592	1997
celebrity	2545	6.02	1.7082	2092	--	--	--
christians	2546	6.02	2.0151	--	2790	--	--
concepts	2547	6.02	1.2856	--	2161	--	--
content	2548	6.02	1.6224	1745	1021	4035	3987
creates	2549	6.02	1.4356	--	4590	--	--
delivery	2550	6.02	1.4356	2847	3024	2580	--
developing	2551	6.02	1.0971	--	1628	2522	--
doll	2552	6.02	1.9430	2430	--	--	2642
download	2553	6.02	1.3476	824	--	--	--
eggs	2554	6.02	1.9948	2348	3621	--	4786
engineers	2555	6.02	1.1337	--	4116	4235	--
essential	2556	6.02	0.8919	4742	1079	3616	--
fixed	2557	6.02	1.0593	2050	1163	--	4088
float	2558	6.02	1.4068	--	--	--	2258
fridge	2559	6.02	1.1156	3621	--	--	--
fund-raising	2560	6.02	1.7437	--	--	--	--
inn	2561	6.02	1.2370	4703	--	--	--
jam	2562	6.02	2.0252	1856	--	--	1419
japanese	2563	6.02	1.5713	2172	1264	1005	--
male	2564	6.02	1.3626	2564	1280	3016	3108
monetary	2565	6.02	1.3923	--	4322	4656	--
native	2566	6.02	1.4068	--	1269	2406	--
newspapers	2567	6.02	1.4637	--	3368	2798	--
objectives	2568	6.02	1.2370	--	2894	--	--
pregnancy	2569	6.02	2.2451	--	3622	--	--
presence	2570	6.02	1.0593	4875	763	1928	2627
production	2571	6.02	1.2036	3214	461	569	--
programs	2572	6.02	1.6349	3849	1232	695	--
pub	2573	6.02	1.6962	2841	--	--	--
quick	2574	6.02	1.6349	576	2592	2563	857
rare	2575	6.02	1.7201	2899	2120	2495	3508
records	2576	6.02	1.2856	2559	1434	1061	1940
retire	2577	6.02	1.8012	--	--	4863	--
simple	2578	6.02	1.4637	1062	623	1943	860
sophisticated	2579	6.02	1.7553	--	--	4179	--
teams	2580	6.02	1.1692	2746	--	1368	--
totally	2581	6.02	1.1156	565	3457	3942	3424
try	2582	6.02	0.9366	238	1017	769	151
unwind	2583	6.02	1.8460	--	--	--	4458
voting	2584	6.02	1.3775	2877	--	2405	--
walk	2585	6.02	1.5451	591	1795	1776	212
will	2586	6.02	1.3013	49	49	29	50
windows	2587	6.02	1.3923	1074	2280	2416	1816
wondering	2588	6.02	1.3476	852	--	--	1236
writes	2589	6.02	1.3775	--	2868	1446	--
xoxo	2590	6.02	1.7082	1871	--	--	--
rains	2591	6.01	1.8722	--	--	--	2663
1990's	2592	6.00	1.5779	--	--	--	--
act	2593	6.00	1.2936	1119	292	905	671
adapted	2594	6.00	1.4142	--	3561	--	--
alliance	2595	6.00	1.6537	--	3227	2465	--
allow	2596	6.00	1.4708	2622	1157	1085	3135
applicable	2597	6.00	1.0302	--	3829	--	--
archives	2598	6.00	1.4425	--	4712	--	--
attend	2599	6.00	0.9689	3178	3180	2667	--
attending	2600	6.00	1.1066	4246	--	4225	--
automatic	2601	6.00	1.4732	--	4641	--	2993
automatically	2602	6.00	1.5584	--	4966	--	--
avatar	2603	6.00	1.6288	1193	--	--	--
beans	2604	6.00	1.6537	3168	--	--	4537
beliefs	2605	6.00	1.5138	--	3068	--	--
bien	2606	6.00	1.4428	3059	--	--	1239
biggest	2607	6.00	1.3248	1225	--	1583	2480
brew	2608	6.00	1.6330	--	--	--	4408
brook	2609	6.00	1.6413	--	--	3539	--
cambridge	2610	6.00	1.4846	--	1547	2226	--
concentrations	2611	6.00	1.2882	--	3837	--	--
conscience	2612	6.00	1.3401	--	3350	--	2590
continent	2613	6.00	1.2289	--	3914	--	--
crimson	2614	6.00	1.5138	--	--	--	4237
eighteenth	2615	6.00	1.4142	--	3360	--	--
exactly	2616	6.00	1.7143	1157	1574	2352	1611
extend	2617	6.00	0.9035	--	3071	939	--
favor	2618	6.00	2.0603	619	2425	2179	2533
finale	2619	6.00	1.6162	4007	--	--	--
find	2620	6.00	1.5779	214	240	419	129
fireplace	2621	6.00	1.8844	--	--	3681	--
fixing	2622	6.00	1.0690	4458	--	--	--
glance	2623	6.00	1.1780	--	4368	--	3106
global	2624	6.00	1.4846	1495	2191	1560	--
ha	2625	6.00	1.5649	411	3781	--	434
hands	2626	6.00	1.4846	977	510	1542	265
heating	2627	6.00	1.5779	--	4451	--	--
indeed	2628	6.00	1.1952	1714	469	1360	2896
integral	2629	6.00	1.3093	--	4699	--	--
itunes	2630	6.00	1.8952	1145	--	--	--
japan	2631	6.00	1.3093	2433	1481	982	4945
jenny	2632	6.00	1.6811	--	--	--	4351
king's	2633	6.00	1.8626	--	2652	--	--
lawn	2634	6.00	1.2289	3868	--	4398	4020
lighting	2635	6.00	1.4428	4756	--	2353	--
likewise	2636	6.00	1.2454	--	2816	--	--
lmfao	2637	6.00	2.1285	1001	--	--	--
make	2638	6.00	0.9897	86	127	127	61
meaning	2639	6.00	1.0498	2640	747	2844	1462
mega	2640	6.00	1.6413	3985	--	--	--
metals	2641	6.00	1.3540	--	4125	--	--
mucho	2642	6.00	1.2617	3828	--	--	3016
nations	2643	6.00	1.5518	--	1011	681	4204
network	2644	6.00	1.2778	991	1536	1136	--
olive	2645	6.00	1.1429	4172	--	--	--
opened	2646	6.00	1.2289	2462	1299	1312	1632
oregon	2647	6.00	1.1780	4520	--	4439	--
owns	2648	6.00	1.2936	--	--	2063	--
participants	2649	6.00	1.0302	--	3415	3847	--
pilot	2650	6.00	1.0690	3948	4983	3377	--
principle	2651	6.00	1.4846	--	818	3855	--
religion	2652	6.00	1.8295	3865	773	3056	2360
result	2653	6.00	1.1606	2961	360	888	--
service	2654	6.00	1.1606	710	354	150	3671
sights	2655	6.00	1.4983	--	--	--	3502
sites	2656	6.00	1.1606	1782	2198	1885	--
sponsor	2657	6.00	1.4142	--	--	4896	--
started	2658	6.00	1.0690	560	1057	947	572
stereo	2659	6.00	1.2936	--	--	--	3145
stores	2660	6.00	0.9689	2630	3589	999	--
successor	2661	6.00	1.4428	--	--	4616	--
survive	2662	6.00	1.7957	3209	4197	2973	977
surviving	2663	6.00	1.7496	--	--	2199	--
today's	2664	6.00	0.9897	--	--	--	--
tuned	2665	6.00	0.9689	3629	--	--	--
virgin	2666	6.00	1.5779	2189	--	--	3250
vista	2667	6.00	1.3851	3577	--	--	--
walked	2668	6.00	0.9897	1825	1945	2684	716
2-car	2669	5.98	1.4213	--	--	--	--
action	2670	5.98	1.4213	1264	326	757	1566
afternoon	2671	5.98	1.2370	831	2376	1645	2138
anytime	2672	5.98	1.2534	3042	--	--	1718
attempting	2673	5.98	0.9998	--	4560	--	--
audience	2674	5.98	1.4356	3911	2071	1332	--
august	2675	5.98	1.4356	4031	1081	543	--
author	2676	5.98	1.3923	3084	904	362	--
awww	2677	5.98	1.7784	1268	--	--	--
bbc	2678	5.98	1.2534	1381	--	--	--
began	2679	5.98	0.9581	--	452	550	1531
biography	2680	5.98	1.4497	--	--	3013	--
broadcast	2681	5.98	1.2856	4704	--	2317	--
canada	2682	5.98	1.5318	1176	1758	1720	--
communities	2683	5.98	1.3169	--	1935	2600	--
contributor	2684	5.98	1.3476	--	--	1626	--
creatures	2685	5.98	1.3775	--	4230	--	3733
declaration	2686	5.98	1.2204	--	3111	--	--
dell	2687	5.98	1.4068	3776	--	--	--
dialogue	2688	5.98	1.2370	--	4045	4160	--
drum	2689	5.98	1.3775	--	--	--	1881
ebook	2690	5.98	1.4356	4192	--	--	--
egg	2691	5.98	1.4356	1688	4556	--	--
explained	2692	5.98	1.3169	--	1571	2818	--
fabric	2693	5.98	1.0971	4616	--	--	--
father-in-law	2694	5.98	1.8125	--	--	--	--
feature	2695	5.98	1.1692	2398	1985	2770	--
ferry	2696	5.98	1.2856	--	--	3530	--
fingertips	2697	5.98	1.1337	--	--	--	4648
flash	2698	5.98	1.0398	1770	--	--	1918
flights	2699	5.98	1.8897	4414	--	3352	--
folk	2700	5.98	1.4356	3899	3833	3793	4027
gathered	2701	5.98	1.3169	--	3032	4441	3924
grammys	2702	5.98	1.4497	4637	--	--	--
heh	2703	5.98	1.2696	2673	--	--	3553
hill	2704	5.98	1.3923	1547	1287	883	1114
http	2705	5.98	1.2534	--	4268	--	--
identity	2706	5.98	1.1156	3437	1569	3481	--
informal	2707	5.98	1.4497	--	4977	--	--
ireland	2708	5.98	1.3626	4067	2192	3074	--
java	2709	5.98	1.5583	4683	--	--	--
july	2710	5.98	1.6962	4224	890	248	3741
keys	2711	5.98	1.2036	2120	--	--	1577
lego	2712	5.98	1.2696	4949	--	--	--
lessons	2713	5.98	1.3775	2860	4002	3955	3364
looks	2714	5.98	1.3775	299	2053	1728	650
macbook	2715	5.98	1.5185	1922	--	--	--
mcdonalds	2716	5.98	2.3342	3831	--	--	--
meets	2717	5.98	1.0971	3882	--	3296	3125
messages	2718	5.98	0.9366	2447	4203	3880	--
national	2719	5.98	1.1516	1113	257	135	--
netherlands	2720	5.98	1.3323	--	4950	4722	--
nintendo	2721	5.98	1.7319	3817	--	--	--
normal	2722	5.98	1.0784	1467	655	2435	3062
nyc	2723	5.98	1.5842	1249	--	922	--
organization	2724	5.98	1.1337	--	710	758	--
originally	2725	5.98	1.1337	--	2364	3164	--
ours	2726	5.98	1.4356	4724	--	--	2400
ourselves	2727	5.98	1.3323	3933	1736	3617	1580
pairs	2728	5.98	1.1692	--	4500	--	--
pic	2729	5.98	1.1692	629	--	--	--
planned	2730	5.98	1.2696	2713	2870	1022	2298
pop	2731	5.98	1.2370	1245	--	1386	712
prose	2732	5.98	1.5050	--	4610	--	--
recordings	2733	5.98	1.2370	--	--	3342	--
represented	2734	5.98	1.1692	--	1274	1922	--
robin	2735	5.98	1.2204	3542	--	2653	3929
schools	2736	5.98	1.4356	2593	742	680	--
singapore	2737	5.98	1.7899	4672	--	--	--
sounds	2738	5.98	1.2036	398	2664	2774	1005
specialized	2739	5.98	1.3323	--	4964	--	--
store	2740	5.98	0.9792	654	2151	1145	1350
sweater	2741	5.98	1.4776	4275	--	--	--
tonight's	2742	5.98	1.4068	--	--	--	--
train	2743	5.98	1.4913	950	2033	1751	635
triple	2744	5.98	1.1337	4713	--	--	3307
wing	2745	5.98	1.1516	4892	3399	3603	3047
faire	2746	5.98	1.5068	--	--	--	3849
lasts	2747	5.98	1.7617	--	--	--	3181
nana	2748	5.98	1.7617	--	--	--	3914
precisely	2749	5.98	1.2827	--	2518	--	--
probable	2750	5.98	1.3306	--	3001	--	--
refer	2751	5.98	1.1085	--	2257	--	--
spoon	2752	5.98	1.5477	--	--	--	4277
similarly	2753	5.98	1.0816	--	2136	--	--
glimpse	2754	5.98	1.1701	--	--	--	4445
souls	2755	5.98	1.7130	--	3582	--	1144
above	2756	5.96	0.9026	2102	256	941	493
academic	2757	5.96	1.5644	--	2112	2893	--
allowed	2758	5.96	1.7375	2340	974	1162	3618
assistance	2759	5.96	1.4280	--	1703	2656	--
authorized	2760	5.96	1.5513	--	4748	--	--
bacon	2761	5.96	2.0698	2006	--	--	--
bay	2762	5.96	1.4978	1686	2241	1272	2066
bf	2763	5.96	1.6283	2765	--	--	--
body	2764	5.96	1.0294	450	262	1207	323
collected	2765	5.96	1.1599	--	2187	4314	--
convinced	2766	5.96	0.9681	4487	3015	3821	4516
destined	2767	5.96	1.4563	--	--	--	4548
discuss	2768	5.96	1.2282	3307	2321	2047	--
driven	2769	5.96	1.2771	--	2396	3904	3305
everyone's	2770	5.96	1.2610	--	--	--	--
everything	2771	5.96	1.2930	386	803	964	161
fav	2772	5.96	1.9479	1431	--	--	--
features	2773	5.96	1.2115	2887	1149	2733	--
flickr	2774	5.96	1.1945	3524	--	--	--
french	2775	5.96	1.5381	1348	460	826	3099
gig	2776	5.96	1.3991	2700	--	--	--
gracias	2777	5.96	1.5381	4196	--	--	--
gym	2778	5.96	1.5113	942	--	--	--
head	2779	5.96	1.0683	330	300	568	158
heels	2780	5.96	1.1241	3450	--	--	2624
hundreds	2781	5.96	1.6655	3777	3366	1783	--
including	2782	5.96	0.9026	2028	506	282	--
islanders	2783	5.96	1.2930	--	--	4654	--
jeep	2784	5.96	1.7375	--	--	--	4418
job	2785	5.96	1.7257	339	912	522	922
largely	2786	5.96	1.0294	--	1476	2039	--
made	2787	5.96	1.0683	193	87	100	176
mambo	2788	5.96	1.7257	--	--	--	3711
match	2789	5.96	0.9889	1665	3540	1673	2203
memoir	2790	5.96	1.2447	--	--	3737	--
mighty	2791	5.96	1.3087	2710	4242	--	1312
mmmmm	2792	5.96	1.8622	4608	--	--	--
net	2793	5.96	1.0294	1763	1700	477	2824
netflix	2794	5.96	1.8731	4070	--	--	--
players	2795	5.96	1.6157	2217	4284	743	3204
potentially	2796	5.96	1.5113	--	--	4783	--
presently	2797	5.96	1.2610	--	4327	--	--
proof	2798	5.96	1.0683	2962	1973	4903	2069
reaches	2799	5.96	1.3696	--	4344	--	--
reflecting	2800	5.96	1.2282	--	--	4661	--
related	2801	5.96	1.2610	2468	670	1084	--
releases	2802	5.96	1.4702	4140	--	--	--
reveal	2803	5.96	1.3547	--	3515	--	3015
reveals	2804	5.96	1.4702	--	4204	--	--
rocks	2805	5.96	1.4841	1730	2637	--	1259
roommate	2806	5.96	1.5513	4976	--	--	--
season	2807	5.96	1.1421	544	2102	360	1975
selection	2808	5.96	1.2930	4627	1764	3054	--
ship	2809	5.96	1.2282	1807	1436	3096	1489
ships	2810	5.96	1.0093	--	2004	4621	3453
similar	2811	5.96	1.0872	2920	440	1077	--
space	2812	5.96	1.0093	571	614	724	740
stadium	2813	5.96	1.5774	4613	--	2187	--
starts	2814	5.96	1.1945	1061	4745	2341	959
taught	2815	5.96	1.4563	3674	1831	2286	1281
world's	2816	5.96	1.3395	--	4005	--	--
writer	2817	5.96	1.5381	1859	1721	232	--
yep	2818	5.96	1.6655	1351	--	--	4462
justify	2819	5.96	1.3379	--	4334	--	3844
pupil	2820	5.96	1.3838	--	4447	--	--
spreading	2821	5.96	1.3064	--	--	--	3956
wales	2822	5.96	1.4994	--	4131	--	--
whoo	2823	5.96	1.6951	--	--	--	2463
deeds	2824	5.96	1.3202	--	4991	--	4797
exhibit	2825	5.96	1.2541	--	3770	--	--
fiddle	2826	5.96	1.7254	--	--	--	4801
exceed	2827	5.96	1.5174	--	4839	--	--
3d	2828	5.94	1.6088	--	--	--	--
alternative	2829	5.94	1.3911	3603	1714	2322	--
approach	2830	5.94	1.1678	4478	622	1451	4601
awe	2831	5.94	2.0938	4655	--	--	--
ballet	2832	5.94	1.5832	--	--	1725	--
begins	2833	5.94	1.1502	2330	2091	1831	1513
building	2834	5.94	1.1141	650	640	433	1793
business	2835	5.94	1.4626	416	339	97	1134
carpet	2836	5.94	1.1502	2891	--	--	3921
chick	2837	5.94	1.6464	1593	--	--	1444
choose	2838	5.94	1.1851	1522	1900	2418	868
consent	2839	5.94	1.2191	--	2862	--	--
continental	2840	5.94	1.1141	--	4689	4181	--
correspondence	2841	5.94	1.3157	--	3136	--	--
custom	2842	5.94	0.9127	1696	2808	--	--
decided	2843	5.94	1.3911	1089	1162	1100	2565
diary	2844	5.94	1.1502	--	4940	2518	--
echo	2845	5.94	1.2357	--	--	--	2374
elevation	2846	5.94	1.5174	--	4795	--	--
european	2847	5.94	1.1678	4005	841	868	--
exports	2848	5.94	1.2191	--	3718	3882	--
finds	2849	5.94	1.2521	2627	2426	3254	2958
forum	2850	5.94	1.2521	2496	--	3099	--
framework	2851	5.94	1.0577	--	2509	--	--
frank	2852	5.94	1.3001	3134	2511	655	3972
gather	2853	5.94	1.0768	--	--	--	2098
germany	2854	5.94	1.5703	3361	1076	1098	--
image	2855	5.94	1.6587	2108	995	1723	2366
impression	2856	5.94	1.0768	--	2360	4505	--
include	2857	5.94	1.2022	3228	750	443	--
inherent	2858	5.94	1.3763	--	4249	--	--
intention	2859	5.94	1.2843	--	2546	--	--
investor	2860	5.94	1.3001	--	--	3470	--
jet	2861	5.94	1.6340	2928	--	4193	2776
joyce	2862	5.94	1.5174	--	--	2650	--
kings	2863	5.94	1.5308	2960	2949	3735	1820
knew	2864	5.94	1.3001	745	512	844	289
larger	2865	5.94	1.5308	--	897	1740	--
letter	2866	5.94	1.0956	1198	519	984	1194
listen	2867	5.94	1.4344	539	2833	3893	361
looking	2868	5.94	0.9775	215	777	772	294
mba	2869	5.94	1.8340	--	--	2498	--
member	2870	5.94	1.1141	2164	797	269	--
men	2871	5.94	1.3911	608	131	496	521
movement	2872	5.94	0.9348	3350	555	1428	3889
nation's	2873	5.94	1.5440	--	--	--	--
obama	2874	5.94	2.1610	488	--	--	--
ok	2875	5.94	1.7310	221	--	--	750
oooh	2876	5.94	1.7192	2857	--	--	906
option	2877	5.94	1.3911	1473	3429	2526	--
phoenix	2878	5.94	1.6088	3284	--	3158	--
player	2879	5.94	1.6214	1505	4963	1062	2041
portfolio	2880	5.94	1.4344	--	--	4653	--
preparations	2881	5.94	1.4057	--	4525	--	--
presidential	2882	5.94	1.5174	--	4939	1261	--
prom	2883	5.94	1.3763	4876	--	--	--
proper	2884	5.94	1.3911	2979	932	3883	3696
pulse	2885	5.94	1.3311	--	4070	3699	4579
reality	2886	5.94	1.6464	1619	1095	2223	1072
regularly	2887	5.94	0.8668	--	3811	4075	--
reservations	2888	5.94	1.4626	--	--	3186	--
salmon	2889	5.94	1.7072	--	--	4856	--
scene	2890	5.94	1.3311	1609	1364	1315	934
societies	2891	5.94	1.3614	--	2283	--	--
submitted	2892	5.94	1.3001	--	3822	--	--
substantial	2893	5.94	1.0956	--	2418	3214	--
swift	2894	5.94	1.2683	1100	--	--	3828
technique	2895	5.94	0.9982	--	1830	4721	--
thnx	2896	5.94	1.6088	--	--	--	--
thx	2897	5.94	1.5174	1320	--	--	--
tide	2898	5.94	1.2357	--	4789	--	1787
trends	2899	5.94	1.2843	4336	3807	3607	--
visual	2900	5.94	1.6832	--	2301	4379	--
wallet	2901	5.94	1.0577	4862	--	--	--
wear	2902	5.94	1.3911	846	3010	2717	773
formation	2903	5.94	1.2521	--	1205	--	--
cloth	2904	5.94	1.1256	--	3005	--	--
delicate	2905	5.94	1.5331	--	4111	--	--
echoes	2906	5.94	1.3135	--	--	--	3083
geography	2907	5.94	1.4202	--	4920	--	--
processing	2908	5.94	1.4055	--	2362	--	--
swinging	2909	5.94	1.4055	--	--	--	3244
1970's	2910	5.92	1.6517	--	--	--	--
aides	2911	5.92	1.3827	--	--	2670	--
bank	2912	5.92	1.6268	1186	814	379	1818
banks	2913	5.92	1.2428	3085	1752	1138	3155
beer	2914	5.92	2.3891	839	4924	3960	1413
boobs	2915	5.92	2.1366	4617	--	--	--
capital	2916	5.92	1.2428	3384	641	799	--
chapters	2917	5.92	1.1753	--	2574	--	--
chicks	2918	5.92	1.8499	3044	--	--	1845
chiefs	2919	5.92	1.3974	--	4752	--	--
christianity	2920	5.92	2.2663	--	2554	--	--
citizen	2921	5.92	1.3827	--	3541	4066	--
collections	2922	5.92	1.6517	--	4784	4538	--
conclude	2923	5.92	1.3827	--	3823	--	--
constant	2924	5.92	1.1400	--	997	4670	3194
covered	2925	5.92	1.0069	2337	1260	2314	1926
devices	2926	5.92	1.1753	--	2918	3720	--
diagram	2927	5.92	1.2095	--	3490	--	--
directors	2928	5.92	1.3827	--	3855	1203	--
doubtless	2929	5.92	1.5365	--	4612	--	--
equity	2930	5.92	1.6762	--	4205	2388	--
fields	2931	5.92	1.2428	--	1448	2880	1757
florence	2932	5.92	1.8609	--	--	2652	--
forecast	2933	5.92	1.1220	3651	--	--	--
get	2934	5.92	1.0850	35	213	134	35
group	2935	5.92	1.2095	757	234	179	3079
guy	2936	5.92	1.3377	347	4495	1640	666
hah	2937	5.92	1.6640	2566	--	--	2640
harvard	2938	5.92	1.7825	--	3438	1133	--
historic	2939	5.92	1.5758	--	4584	2428	--
